,회사명,거래소코드,회계년도,이자보상배율,부실기업1
6843,(주)초록뱀컴퍼니,52300,11-Dec,-38.52,1
6852,(주)초록뱀헬스케어,118000,11-Dec,-1.63,1
6865,(주)칩스앤미디어,94360,17-Dec,0,1
6874,(주)카스,16920,15-Dec,0.26,1
6880,(주)카이노스메드,284620,19-Dec,-2.35,1
6886,(주)카프로,6380,13-Dec,-18.79,1
6925,(주)컴투스홀딩스,63080,18-Dec,-9.06,1
6927,(주)케스피온,79190,11-Dec,-6.4,1
6939,(주)케어젠,214370,16-Dec,0,1
6970,(주)케이씨씨건설,21320,13-Dec,-3.23,1
6989,(주)케이씨에스,115500,14-Dec,0,1
6996,(주)케이씨텍,281820,18-Dec,0,1
7020,(주)케이씨피드,25880,15-Dec,-0.31,1
7025,(주)케이아이엔엑스,93320,11-Dec,0,1
7046,(주)케이에스피,73010,14-Dec,-0.67,1
7058,(주)케이에이치바텍,60720,17-Dec,-9.95,1
7069,(주)케이에이치필룩스,33180,19-Dec,0.44,1
7080,(주)케이엑스하이텍,52900,12-Dec,-4.14,1
7090,(주)케이엔더블유,105330,13-Dec,0.13,1
7097,(주)케이엔엔,58400,11-Dec,0,1
7129,(주)케이엠더블유,32500,15-Dec,-6.49,1
7135,(주)케이이씨,92220,12-Dec,-1.64,1
7207,(주)케이티알파,36030,12-Dec,-69.58,1
7226,(주)케이프,64820,13-Dec,-1.26,1
7246,(주)케이피엠테크,42040,12-Dec,-2.39,1
7266,(주)켐온,217600,15-Dec,-1.31,1
7275,(주)켐트로닉스,89010,15-Dec,-1.12,1
7292,(주)코다코,46070,18-Dec,-1.51,1
7296,(주)코데즈컴바인,47770,13-Dec,-5.79,1
7305,(주)코디,80530,13-Dec,0.6,1
7314,(주)코디엠,224060,17-Dec,-1.59,1
7322,(주)코렌텍,104540,18-Dec,-4.38,1
7325,(주)코리아나화장품,27050,12-Dec,-10.65,1
7347,(주)코리아에스이,101670,15-Dec,0,1
7374,(주)코미팜,41960,12-Dec,0.59,1
7385,(주)코세스,89890,14-Dec,-4.59,1
7392,(주)코센,9730,12-Dec,-2.47,1
7400,(주)코스나인,82660,11-Dec,-9.06,1
7415,(주)코스온,69110,13-Dec,-0.37,1
7422,(주)코썬바이오,204990,16-Dec,0,1
7431,(주)코아스,71950,16-Dec,-2.31,1
7437,(주)코아시아,45970,13-Dec,0.03,1
7445,(주)코아시아옵틱스,196450,15-Dec,-102.09,1
7453,(주)코엔텍,29960,14-Dec,0,1
7461,(주)코오롱,2020,13-Dec,0.73,1
7469,(주)코원플레이,56000,12-Dec,-8.01,1
7480,(주)코이즈,121850,14-Dec,-0.15,1
7500,(주)코텍,52330,16-Dec,0,1
7518,(주)콤텍시스템,31820,14-Dec,-29.29,1
7528,(주)큐로,15590,15-Dec,-2.02,1
7534,(주)큐로컴,40350,12-Dec,-3.15,1
7542,(주)큐로홀딩스,51780,11-Dec,-0.57,1
7551,(주)큐리언트,115180,16-Dec,0,1
7555,(주)큐브엔터테인먼트,182360,13-Dec,0,1
7569,(주)큐에스아이,66310,18-Dec,0,1
7611,(주)클라우드에어,36170,19-Dec,0,1
7612,(주)클래시스,214150,15-Dec,-1.32,1
7622,(주)키다리스튜디오,20120,12-Dec,-15.24,1
7631,(주)키이스트,54780,12-Dec,0,1
7642,(주)타이거일렉,219130,18-Dec,0,1
7656,(주)탑코미디어,134580,16-Dec,0,1
7704,(주)태웅,44490,18-Dec,-4.38,1
7707,(주)테라젠이텍스,66700,11-Dec,-2.78,1
7738,(주)텔레칩스,54450,12-Dec,-252.87,1
7757,(주)텔콘알에프제약,200230,16-Dec,-7.56,1
7764,(주)토니모리,214420,18-Dec,-2.26,1
7766,(주)토박스코리아,215480,15-Dec,0,1
7781,(주)토탈소프트뱅크,45340,12-Dec,-40.02,1
7805,(주)투비소프트,79970,18-Dec,-4.83,1
7809,(주)트루윈,105550,16-Dec,-11.88,1
7813,(주)특수건설,26150,11-Dec,-3.35,1
7844,(주)티사이언티픽,57680,12-Dec,-22.79,1
7854,(주)티씨케이,64760,13-Dec,0,1
7862,(주)티앤알바이오팹,246710,19-Dec,-149.08,1
7863,(주)티에스넥스젠,43220,11-Dec,-3.12,1
7877,(주)티에스이,131290,16-Dec,-21.96,1
7884,(주)티에이치엔,19180,13-Dec,-4.34,1
7897,(주)티엘아이,62860,17-Dec,0,1
7903,(주)티웨이홀딩스,4870,11-Dec,-1.95,1
7914,(주)티케이케미칼,104480,13-Dec,0.05,1
7938,(주)티피씨,130740,19-Dec,0.24,1
7948,(주)파나진,46210,11-Dec,-0.23,1
7964,(주)파라다이스,34230,18-Dec,0.07,1
7974,(주)파라텍,33540,19-Dec,-29,1
7975,(주)파루,43200,11-Dec,-8.8,1
7990,(주)파멥신,208340,19-Dec,-2.38,1
8032,(주)파인디앤씨,49120,12-Dec,-1,1
8044,(주)파인디지털,38950,15-Dec,-2612.97,1
8055,(주)파인테크닉스,106240,17-Dec,-7.63,1
8087,(주)판타지오,32800,12-Dec,-10.91,1
8117,(주)팬스타엔터프라이즈,54300,14-Dec,0.45,1
8126,(주)팬엔터테인먼트,68050,14-Dec,0.67,1
8133,(주)팬젠,222110,17-Dec,-3891370.09,1
8136,(주)퍼시스,16800,11-Dec,0,1
8148,(주)펩트론,87010,16-Dec,-51.71,1
8173,(주)포스코엠텍,9520,14-Dec,-3.21,1
8190,(주)포시에스,189690,16-Jun,0,1
8195,(주)포인트엔지니어링,256630,18-Dec,0,1
8206,(주)폴라리스오피스,41020,16-Dec,0,1
8219,(주)푸드나무,290720,18-Dec,0,1
8234,(주)푸른기술,94940,15-Dec,-17.72,1
8276,(주)퓨쳐켐,220100,17-Dec,-1402.32,1
8292,(주)프로스테믹스,203690,18-Dec,-8130.7,1
8318,(주)플래스크,41590,16-Dec,-2.28,1
8333,(주)플레이그램,9810,13-Dec,0,1
8340,(주)플레이위드,23770,11-Dec,-7.92,1
8355,(주)피델릭스,32580,16-Dec,-8.77,1
8372,(주)피에스엠씨,24850,15-Dec,-34.23,1
8376,(주)피에이치씨,57880,11-Dec,0.62,1
8393,(주)피엔풍년,24940,11-Dec,-1.39,1
8417,(주)피제이전자,6140,17-Dec,0,1
8422,(주)픽셀플러스,87600,16-Dec,0,1
8428,(주)필옵틱스,161580,19-Dec,-8.61,1
8442,(주)하림,136480,15-Dec,0.82,1
8468,(주)하이소닉,106080,14-Dec,-12.69,1
8477,(주)하이스틸,71090,14-Dec,0.93,1
8483,(주)하이텍팜,106190,11-Dec,0,1
8492,(주)하이트론씨스템즈,19490,11-Dec,-6.23,1
8503,(주)하츠,66130,13-Dec,-9.26,1
8529,(주)한국비엔씨,256840,17-Dec,0,1
8533,(주)한국전자홀딩스,6200,12-Dec,-11.91,1
8548,(주)한국종합기술,23350,18-Dec,-3.58,1
8563,(주)한국코퍼레이션,50540,15-Dec,-2,1
8578,(주)한국테크놀로지,53590,12-Dec,-47.94,1
8588,(주)한국특강,7280,13-Dec,0,1
8597,(주)한국팩키지,37230,13-Dec,-117.63,1
8605,(주)한국화장품제조,3350,12-Dec,-3.77,1
8617,(주)한글과컴퓨터,30520,15-Dec,0,1
8652,(주)한라,14790,13-Dec,-2.32,1
8682,(주)한빛소프트,47080,16-Dec,-5.34,1
8722,(주)한송네오텍,226440,15-Dec,0,1
8737,(주)한일진공,123840,12-Dec,-0.63,1
8751,(주)한진,2320,17-Dec,0.35,1
8756,(주)한진중공업홀딩스,3480,13-Dec,-3.5,1
8770,(주)한창,5110,11-Dec,-2.77,1
8783,(주)한창바이오텍,43090,15-Dec,0.1,1
8800,(주)한컴위드,54920,14-Dec,0.03,1
8806,(주)한탑,2680,11-Dec,0,1
8826,(주)핸디소프트,220180,18-Dec,-5.78,1
8835,(주)헬릭스미스,84990,12-Dec,-11.97,1
8845,(주)현대공업,170030,15-Dec,0,1
8871,(주)현대미포조선,10620,14-Dec,-71.73,1
8906,(주)현대이지웰,90850,15-Dec,0,1
8935,(주)협진,138360,19-Dec,0.3,1
8936,(주)형지아이앤씨,11080,11-Dec,-10.34,1
8951,(주)형지엘리트,93240,17-Jun,-0.57,1
8956,(주)혜인,3010,13-Dec,0.17,1
8978,(주)홈센타홀딩스,60560,17-Dec,0.39,1
8983,(주)홈캐스트,64240,13-Dec,-17.31,1
9019,(주)화신,10690,18-Dec,-1.275597572,1
9056,(주)후성,93370,13-Dec,-3.276317237,1
9075,(주)휴니드테크놀러지스,5870,12-Dec,-1.463901812,1
9090,(주)휴맥스,115160,18-Dec,-2.005979995,1
9099,(주)휴맥스홀딩스,28080,18-Dec,-15.71498667,1
9103,(주)휴먼엔,32860,13-Dec,-4.258577585,1
9134,(주)휴센텍,215090,16-Dec,0,1
9149,(주)휴엠앤씨,263920,19-Dec,0.394903257,1
9193,AJ네트웍스(주),95570,19-Dec,0.378463851,1
9218,KD(주),44180,14-Dec,-9.317370632,1
9225,KG스틸(주),16380,12-Dec,0.084640553,1
9243,LG이노텍(주),11070,12-Dec,0.705087128,1
9263,OCI(주),10060,14-Dec,0.477023259,1
9293,SNT중공업(주),3570,17-Dec,-174.4126477,1
9298,ST엔진(주),77970,13-Dec,-0.796185972,1
9308,ST중공업(주),71970,14-Dec,-0.727622501,1
9314,가온미디어(주),78890,11-Dec,-3.285425331,1
9333,감성코퍼레이션(주),36620,12-Dec,-2.005611934,1
9350,갤럭시아머니트리(주),94480,11-Dec,-4.520757016,1
9376,경남제약(주),53950,19-Dec,-9.736789218,1
9387,경인전자(주),9140,12-Dec,0,1
9395,경창산업(주),24910,11-Dec,0.483766245,1
9407,계룡건설산업(주),13580,14-Dec,-4.232338979,1
9438,고려신용정보(주),49720,18-Dec,0,1
9477,광전자(주),17900,12-Dec,-3.778076576,1
9490,광진실업(주),26910,16-Dec,0.378749358,1
9509,국일제지(주),78130,11-Dec,0.103509976,1
9518,국제약품(주),2720,11-Mar,0,1
9568,글로벌텍스프리(주),204620,15-Dec,0,1
9574,글로본(주),19660,12-Mar,0,1
9582,금강공업(주),14280,11-Dec,0.908430723,1
9601,금호건설(주),2990,12-Dec,-1.59566178,1
9620,금호전기(주),1210,13-Dec,-0.350324244,1
9627,금호타이어(주),73240,11-Dec,0.970059309,1
9641,기신정기(주),92440,16-Mar,0,1
9661,깨끗한나라(주),4540,18-Dec,-3.578584702,1
9668,나노캠텍(주),91970,16-Dec,-7.3380632,1
9682,나무기술(주),242040,17-Dec,0,1
9700,나이스평가정보(주),30190,17-Dec,0,1
9704,남광토건(주),1260,12-Dec,-5.241700124,1
9713,남양유업(주),3920,12-Dec,0,1
9731,남화산업(주),111710,19-Dec,0,1
9732,남화토건(주),91590,12-Dec,0,1
9770,농업회사법인아시아종묘(주),154030,19-Sep,-2.089072378,1
9773,뉴지랩파마(주),214870,17-Dec,-37.15831293,1
9776,다믈멀티미디어(주),93640,11-Dec,-6.103633456,1
9805,대동기어(주),8830,13-Dec,0.279753943,1
9814,대동전자(주),8110,13-Mar,-11.45359501,1
9821,대림비앤코(주),5750,11-Dec,0.450978137,1
9831,대림통상(주),6570,12-Dec,-0.096677365,1
9870,대성산업(주),128820,12-Dec,-0.251854151,1
9942,대우전자부품(주),9320,12-Dec,-2.98292343,1
9950,대우조선해양(주),42660,11-Dec,0,1
10005,대원화성(주),24890,12-Dec,0.228201995,1
10023,대주산업(주),3310,12-Dec,0.613513276,1
10034,대주전자재료(주),78600,14-Dec,0.234762767,1
10052,대한광통신(주),10170,14-Dec,0.205808614,1
10060,대한그린파워(주),60900,13-Dec,-0.557160321,1
10077,대한방직(주),1070,12-Dec,-1.360066091,1
10104,대한전선(주),1440,12-Dec,-0.428988912,1
10140,대한해운(주),5880,12-Dec,-0.841104296,1
10150,대한화섬(주),3830,13-Dec,-3.716993853,1
10167,더이앤엠(주),89230,12-Dec,0.424234713,1
10176,덕산네오룩스(주),213420,16-Dec,0,1
10191,덕양산업(주),24900,13-Dec,0,1
10203,데브시스터즈(주),194480,16-Dec,0,1
10210,도이치모터스(주),67990,14-Dec,-0.1155645,1
10227,동국제강(주),1230,13-Dec,0.404966336,1
10244,동부건설(주),5960,12-Dec,0.656615656,1
10255,동성제약(주),2210,14-Dec,-1.170369755,1
10310,동양철관(주),8970,14-Dec,-3.399042149,1
10319,동양파일(주),228340,19-Dec,-2086.223404,1
10331,동원금속(주),18500,19-Mar,-1.196617868,1
10343,동원수산(주),30720,13-Dec,-5.594214572,1
10382,동일산업(주),4890,17-Dec,0,1
10391,동일철강(주),23790,12-Dec,-1.768656418,1
10401,동화기업(주),25900,13-Dec,-0.17134934,1
10415,동화약품(주),20,18-Dec,0,1
10468,디엑스앤브이엑스(주),180400,16-Dec,0,1
10475,디엘(주),210,14-Dec,-3.331258019,1
10482,디엘건설(주),1880,12-Dec,0.655468801,1
10500,디와이씨(주),310870,19-Dec,0,1
10517,디젠스(주),113810,14-Dec,-4.547603092,1
10535,라온시큐어(주),42510,14-Dec,-42.3425452,1
10544,램테크놀러지(주),171010,15-Dec,-0.709331328,1
10564,롯데관광개발(주),32350,12-Dec,0.140915013,1
10584,롯데정밀화학(주),4000,14-Dec,-1.33685187,1
10632,리노공업(주),58470,12-Dec,0,1
10642,마이크로로봇(주),182690,16-Dec,0,1
10673,메가스터디(주),72870,17-Dec,-42.04269068,1
10686,메디앙스(주),14100,11-Dec,-3.891676744,1
10697,메디포스트(주),78160,13-Dec,-7.444796363,1
10706,명문제약(주),17180,13-Dec,0.99857514,1
10720,모트렉스(주),118990,19-Dec,-0.212258971,1
10761,미래나노텍(주),95500,14-Dec,-7.785998607,1
10767,미래산업(주),25560,11-Dec,-2.855634297,1
10776,미스터블루(주),207760,14-Dec,0,1
10808,미원화학(주),134380,16-Dec,0,1
10828,바이온(주),32980,12-Jun,0.068049383,1
10839,백광산업(주),1340,14-Dec,-3.331088354,1
10846,범양건영(주),2410,12-Dec,-4.021330389,1
10855,베뉴지(주),19010,12-Dec,-0.206228533,1
10866,보성파워텍(주),6910,14-Dec,-2.570818718,1
10872,보해양조(주),890,11-Dec,0.579227128,1
10883,부광약품(주),3000,13-Dec,0,1
10891,부국철강(주),26940,12-Dec,0,1
10909,부산주공(주),5030,12-Dec,0,1
10925,비에이치아이(주),83650,15-Dec,-4.54535426,1
10930,비케이탑스(주),30790,11-Dec,0,1
10939,비플라이소프트(주),148780,16-Dec,0,1
10943,빛샘전자(주),72950,12-Dec,0,1
10952,사조동아원(주),8040,12-Dec,0.353649313,1
10974,사조씨푸드(주),14710,17-Dec,0,1
10977,삼강엠앤티(주),100090,11-Dec,0,1
10996,삼목에스폼(주),18310,12-Dec,0,1
11013,삼보산업(주),9620,11-Dec,0,1
11022,삼부토건(주),1470,11-Dec,-1.778510783,1
11036,삼성SDI(주),6400,16-Dec,-26.36126489,1
11048,삼성공조(주),6660,19-Dec,-16.5495786,1
11051,삼성물산(주),28260,16-Dec,0.666868283,1
11056,삼성바이오로직스(주),207940,17-Dec,0,1
11093,삼성제약(주),1360,12-Dec,0,1
11106,삼성중공업(주),10140,16-Dec,-2.14090478,1
11110,삼아알미늄(주),6110,11-Dec,0,1
11120,삼아제약(주),9300,12-Dec,0,1
11150,삼영무역(주),2810,15-Dec,0,1
11162,삼영엠텍(주),54540,18-Dec,0.928543405,1
11165,삼영이엔씨(주),65570,12-Dec,0,1
11185,삼영화학공업(주),3720,14-Dec,-12.10261092,1
11191,삼익티에이치케이(주),4380,11-Dec,0,1
11200,삼일제약(주),520,11-Dec,-4.492794161,1
11210,삼정펄프(주),9770,12-Dec,0,1
11218,삼지전자(주),37460,11-Dec,0,1
11228,삼진제약(주),5500,12-Dec,0,1
11236,삼천당제약(주),250,11-Dec,0,1
11246,삼천리자전거(주),24950,12-Dec,0,1
11254,삼현철강(주),17480,11-Dec,0,1
11273,삼화왕관(주),4450,12-Dec,0,1
11282,삼화전기(주),9470,12-Dec,0.63908528,1
11291,삼화전자공업(주),11230,12-Dec,-1.842632932,1
11331,상신이디피(주),91580,16-Dec,-0.242807329,1
11361,서암기계공업(주),100660,12-Dec,0,1
11369,서울도시가스(주),17390,11-Dec,-2.552706687,1
11393,서울식품공업(주),4410,17-Dec,0,1
11396,서울전자통신(주),27040,11-Dec,-1.326607771,1
11405,서호전기(주),65710,11-Dec,0,1
11422,선도전기(주),7610,19-Dec,-1.422310977,1
11425,성문전자(주),14910,13-Dec,-12.18459698,1
11432,성보화학(주),3080,11-Dec,0,1
11441,성신양회(주),4980,11-Dec,-0.873413039,1
11459,성우테크론(주),45300,11-Dec,-0.651393955,1
11470,성창기업지주(주),180,13-Dec,-1.388930741,1
11479,성호전자(주),43260,13-Dec,-1.334475699,1
11486,세기상사(주),2420,11-Dec,-0.546718017,1
11495,세명전기공업(주),17510,11-Dec,0,1
11514,세방전지(주),4490,12-Dec,0,1
11523,세원이앤씨(주),91090,12-Dec,0.898708023,1
11538,세종공업(주),33530,18-Dec,0.02888108,1
11541,세종텔레콤(주),36630,12-Dec,-0.686381379,1
11549,세하(주),27970,11-Dec,0,1
11558,소니드(주),60230,11-Dec,-1.68352972,1
11568,소프트캠프(주),258790,18-Dec,0,1
11593,시그네틱스(주),33170,12-Dec,0,1
11619,신라섬유(주),1000,11-Dec,0,1
11628,신라에스지(주),25870,11-Dec,0,1
11638,신라젠(주),215600,17-Dec,-14.038753,1
11672,신송홀딩스(주),6880,17-Dec,-0.917956486,1
11691,신일전자(주),2700,15-Dec,-8.046932001,1
11715,신풍제지(주),2870,12-Dec,-7.908562207,1
11745,쌍용자동차(주),3620,12-Dec,-11.12284217,1
11757,쌍용정보통신(주),10280,15-Dec,-53.66150444,1
11763,써니전자(주),4770,12-Dec,-6.050728647,1
11777,씨비아이(주),13720,17-Dec,-0.944411731,1
11781,씨아이에스(주),222080,16-Dec,0,1
11789,씨앤티85(주),56730,13-Dec,-5.886895532,1
11859,씨케이에이치푸드앤헬스리미티드,900120,12-Jun,0,1
11877,아남전자(주),8700,12-Dec,-0.493323382,1
11892,아비코전자(주),36010,11-Dec,-2.989306782,1
11931,아시아나항공(주),20560,14-Dec,0.642277095,1
11952,아이진(주),185490,16-Dec,-827.0757678,1
11956,아이큐어(주),175250,18-Dec,-11.59587598,1
11969,아이텍(주),119830,13-Dec,0.952558656,1
11993,알서포트(주),131370,12-Dec,0,1
12005,알에프에이치아이씨(주),218410,15-Dec,-2.17,1
12024,애니젠(주),196300,19-Dec,-3.45,1
12025,애머릿지코퍼레이션,900100,11-Dec,-8.8,1
12034,앱클론(주),174900,17-Dec,-33.02,1
12051,에스넷시스템(주),38680,16-Dec,-11.7,1
12057,에스디엔(주),99220,13-Dec,0.37,1
12068,에스맥(주),97780,15-Dec,-25.28,1
12077,에스비더블유생명과학(주),151910,16-Dec,-19.13,1
12081,에스비아이핀테크솔루션즈(주),950110,13-Mar,0,1
12098,에스엔유프리시젼(주),80000,12-Dec,-6.54,1
12108,에스엔케이폴리텍(주),91340,13-Dec,-4.75,1
12135,에스지씨에너지(주),5090,17-Dec,-1.29,1
12154,에스지에이(주),49470,18-Dec,-3.34,1
12161,에스지에이솔루션즈(주),184230,19-Dec,-5.12,1
12253,에스트래픽(주),234300,19-Dec,-1.04,1
12270,에쓰씨엔지니어링(주),23960,12-Dec,0.53,1
12280,에이비엘바이오(주),298380,18-Dec,-35.29,1
12311,에이치에스디엔진(주),82740,14-Dec,-2.93,1
12317,에이치엘비(주),28300,11-Dec,0.86,1
12326,에이치엘비글로벌(주),3580,11-Dec,-5.94,1
12335,에이치엘비생명과학(주),67630,11-Dec,-2.39,1
12344,에이치엘비제약(주),47920,15-Dec,-1.46,1
12350,에이치엘비테라퓨틱스(주),115450,12-Dec,-0.57,1
12358,에이치엠엠(주),11200,11-Dec,-1.4,1
12378,에이테크솔루션(주),71670,13-Dec,-0.24,1
12386,에이프로젠제약(주),3060,12-Dec,-5.51,1
12394,에이피시스템(주),265520,17-Dec,0,1
12404,에이피에스홀딩스(주),54620,18-Dec,-4.41,1
12418,에코바이오홀딩스(주),38870,17-Dec,-4.12,1
12422,에코캡(주),128540,19-Dec,0.32,1
12430,에코플라스틱(주),38110,18-Dec,-0.41,1
12439,엑스큐어(주),70300,15-Dec,0,1
12453,엔시트론(주),101400,13-Dec,-17.06,1
12493,엘브이엠씨홀딩스(주),900140,19-Dec,0.12,1
12497,엘비세미콘(주),61970,14-Dec,-0.35,1
12521,엘지전자(주),66570,11-Dec,0.88,1
12531,엘컴텍(주),37950,12-Dec,-3.19,1
12571,영신금속공업(주),7530,17-Dec,-2.79,1
12590,영풍정밀(주),36560,18-Dec,0,1
12609,영화금속(주),12280,19-Dec,0.64,1
12620,예스이십사(주),53280,18-Dec,-2.73,1
12644,오상자이엘(주),53980,19-Dec,-5.78,1
12645,오성첨단소재(주),52420,11-Dec,0.3,1
12669,올릭스(주),226950,19-Dec,-2696.06,1
12670,옴니시스템(주),57540,11-Dec,-4.11,1
12698,와이아이케이(주),232140,16-Dec,0,1
12728,우리바이오(주),82850,17-Dec,-0.48,1
12755,우리엔터프라이즈(주),37400,17-Dec,-0.4,1
12759,우리이앤엘(주),153490,14-Dec,-0.31,1
12797,우진비앤지(주),18620,16-Dec,0.46,1
12810,원풍물산(주),8290,19-Dec,-1.83,1
12817,웰바이오텍(주),10600,17-Dec,-8.77,1
12824,위즈코프(주),38620,14-Dec,0.37,1
12834,유네코(주),64510,19-Dec,-0.57,1
12845,유니슨(주),18000,12-Dec,-0.13,1
12875,유비벨록스(주),89850,15-Dec,-1.24,1
12904,유엔젤(주),72130,17-Dec,-5.78,1
12907,유진기업(주),23410,11-Dec,-0.36,1
12935,이구산업(주),25820,12-Dec,-0.82,1
12943,이노시스(주),56090,15-Dec,-2.64,1
12972,이엠코리아(주),95190,17-Dec,-0.08,1
12985,이원다이애그노믹스(주),245620,19-Dec,-10.38,1
12988,이원컴포텍(주),88290,13-Dec,-59.37,1
12997,이트론(주),96040,12-Dec,-1532.3,1
13016,이화산업(주),760,13-Mar,0.34,1
13023,이화전기공업(주),24810,11-Dec,0.66,1
13033,인베니아(주),79950,12-Dec,-10.2,1
13042,인선이엔티(주),60150,12-Dec,-0.48,1
13105,인화정공(주),101930,17-Dec,-0.2,1
13118,일동홀딩스(주),230,17-Dec,0.61,1
13150,일양약품(주),7570,13-Mar,0.54,1
13164,일정실업(주),8500,18-Dec,-33.23,1
13180,일진디스플레이(주),20760,16-Dec,-23.88,1
13186,일진머티리얼즈(주),20150,13-Dec,-5.04,1
13194,일진전기(주),103590,12-Dec,-0.52,1
13203,일진홀딩스(주),15860,12-Dec,-0.42,1
13213,잉글우드랩(주),950140,18-Dec,-0.36,1
13218,자이글(주),234920,19-Dec,-22.91,1
13228,자화전자(주),33240,19-Dec,-13.75,1
13229,재영솔루텍(주),49630,11-Dec,0.77,1
13239,전방(주),950,12-Dec,-4.14,1
13247,전진바이오팜(주),110020,18-Dec,-16.98,1
13251,제너셈(주),217190,17-Dec,-3.06,1
13268,제룡전기(주),33100,17-Dec,-18.88,1
13277,제이더블유신약(주),67290,13-Dec,0.81,1
13284,제이더블유중외제약(주),1060,11-Dec,0.67,1
13293,제이더블유홀딩스(주),96760,11-Dec,0.13,1
13302,제이스코홀딩스(주),23440,11-Dec,-2.13,1
13332,제이엔케이히터(주),126880,14-Dec,0.97,1
13339,제이엠아이(주),33050,12-Dec,-17.38,1
13347,제이엠티(주),94970,11-Dec,-1.19,1
13357,제이준코스메틱(주),25620,12-Dec,-2.63,1
13403,조광페인트(주),4910,19-Dec,-0.14,1
13435,조아제약(주),34940,15-Dec,0.27,1
13444,조일알미늄(주),18470,15-Dec,-3.11,1
13449,주성엔지니어링(주),36930,11-Dec,0.23,1
13459,줌인터넷(주),239340,17-Dec,-1.79,1
13466,지나인제약(주),78650,15-Dec,-1.24,1
13486,지에스건설(주),6360,14-Dec,0.44,1
13500,지엔원에너지(주),270520,18-Dec,0,1
13502,지엘팜텍(주),204840,14-Dec,-0.86,1
13530,진양제약(주),7370,16-Dec,-29.59,1
13540,진양폴리우레탄(주),10640,17-Dec,-7.26,1
13550,진양화학(주),51630,18-Dec,-927.25,1
13552,진원생명과학(주),11000,11-Dec,-21.59,1
13561,진흥기업(주),2780,11-Dec,-4.86,1
13587,참존글로벌(주),158310,15-Dec,-26.74,1
13605,커머스마이너 (주),223310,17-Dec,-5.13,1
13608,컨버즈(주),109070,11-Dec,-1.59,1
13638,케이비아이동국실업(주),1620,18-Dec,-1.68,1
13640,케이비아이메탈(주),24840,11-Dec,0.59,1
13661,케이씨코트렐(주),119650,14-Dec,-16.42,1
13669,케이알모터스(주),40,13-Dec,-4.29,1
13676,케이에이치건설(주),226360,15-Dec,-2.01,1
13690,케이엠제약(주),225430,15-Dec,-1.14,1
13714,케이피엑스라이프사이언스(주),114450,14-Dec,-4.36,1
13744,코나아이(주),52400,17-Dec,-7.91,1
13747,코드네이처(주),78940,11-Dec,-0.22,1
13785,코스모신소재(주),5070,11-Dec,0.33,1
13796,코스모화학(주),5420,13-Dec,-0.8,1
13805,코아스템(주),166480,17-Dec,-58.98,1
13810,코오롱글로벌(주),3070,13-Dec,0.31,1
13824,코오롱생명과학(주),102940,18-Dec,-23.27,1
13836,코오롱티슈진(주),950160,18-Dec,-31.45,1
13859,코웰패션(주),33290,14-Dec,-2.29,1
13889,큐렉소(주),60280,12-Dec,-5.02,1
13900,크로바하이텍(주),43590,14-Dec,-7.22,1
13908,크루셜텍(주),114120,13-Dec,-2.82,1
13915,크리스탈지노믹스(주),83790,11-Dec,-20.73,1
14004,테라사이언스(주),73640,13-Dec,-1.28,1
14026,티와이엠(주),2900,17-Dec,-0.19,1
14039,티케이지애강(주),22220,12-Dec,-0.46,1
14069,파나케이아(주),58530,15-Dec,0.6,1
14074,파미셀(주),5690,11-Dec,-9.14,1
14084,팜젠사이언스(주),4720,12-Dec,-5.58,1
14092,패션플랫폼(주),225590,15-Dec,0,1
14098,팬오션(주),28670,12-Dec,-1.57,1
14112,퍼스텍(주),10820,17-Dec,0.69,1
14116,페이퍼코리아(주),1020,11-Dec,-0.9,1
14125,평화산업(주),90080,11-Dec,-0.24,1
14134,평화홀딩스(주),10770,11-Dec,0.02,1
14143,포스코스틸리온(주),58430,11-Dec,-5.73,1
14195,피에스텍(주),2230,19-Dec,-7.32,1
14207,하나마이크론(주),67310,13-Dec,-0.6,1
14367,한국전력공사(주),15760,12-Dec,-0.35,1
14404,한국정밀기계(주),101680,13-Dec,-2.78,1
14411,한국정보공학(주),39740,11-Dec,-1.85,1
14439,한국조선해양(주),9540,15-Dec,-7.25,1
14451,한국주강(주),25890,18-Dec,-20.38,1
14453,한국주철관공업(주),970,11-Mar,0.23,1
14470,한국지역난방공사,71320,19-Dec,0.69,1
14471,한국철강(주),104700,11-Dec,-26.91,1
14520,한국프랜지공업(주),10100,18-Dec,0.24,1
14532,한국화장품(주),123690,12-Dec,-7.37,1
14547,한라아이엠에스(주),92460,18-Dec,-0.8,1
14584,한성기업(주),3680,19-Dec,-1.77,1
14637,한솔제지(주),213500,15-Dec,-2.61,1
14643,한솔테크닉스(주),4710,12-Dec,-3.12,1
14679,한신공영(주),4960,12-Dec,0.92,1
14697,한양디지텍(주),78350,12-Dec,-2.62,1
14724,한올바이오파마(주),9420,12-Dec,-1.29,1
14748,한일단조공업(주),24740,18-Dec,0.14,1
14757,한일사료(주),5860,18-Dec,0.67,1
14762,한일철강(주),2220,12-Dec,0.84,1
14770,한일현대시멘트(주),6390,11-Dec,0.28,1
14826,한화솔루션(주),9830,13-Dec,0.44,1
14838,한화에어로스페이스(주),12450,15-Dec,-3.59,1
14861,해성옵틱스(주),76610,18-Dec,-1.46,1
14908,현대로템(주),64350,15-Dec,-3.17,1
