회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),비유동금융부채(*)(IFRS)(천원),비유동금융부채(*)(IFRS연결)(천원)
(주)TCC스틸,002710,2010/12,366375812,414696288,14998494,15549393
(주)TCC스틸,002710,2011/12,407743559,454329510,16641794,17203082
(주)TCC스틸,002710,2012/12,438642951,547013976,0,0
(주)TCC스틸,002710,2013/12,444204925,543708595,705000,5000000
(주)TCC스틸,002710,2014/12,461297588,551000563,835000,5000000
(주)TCC스틸,002710,2015/12,330651742,376394571,0,0
(주)TCC스틸,002710,2016/12,250878191,282914735,0,0
(주)TCC스틸,002710,2017/12,248896237,278692540,0,0
(주)TCC스틸,002710,2018/12,268135677,304781579,0,0
(주)TCC스틸,002710,2019/12,270265082,314210087,1420905,1420905
(주)가비아,079940,2010/12,34383172,52912228,1992375,1992375
(주)가비아,079940,2011/12,37295822,64954440,0,0
(주)가비아,079940,2012/12,51795749,85244515,0,0
(주)가비아,079940,2013/12,52151784,91231294,0,0
(주)가비아,079940,2014/12,55984243,98544072,0,0
(주)가비아,079940,2015/12,57657418,105081568,0,0
(주)가비아,079940,2016/12,61160981,125796754,0,0
(주)가비아,079940,2017/12,64986436,133382584,0,0
(주)가비아,079940,2018/12,69315988,151440505,0,0
(주)가비아,079940,2019/12,82964911,199916131,3312045,6834696
(주)강스템바이오텍,217730,2015/12,24982626,,0,
(주)강스템바이오텍,217730,2016/12,47441769,,5947980,
(주)강스템바이오텍,217730,2017/12,44508729,47198979,3498978,3498978
(주)강스템바이오텍,217730,2018/12,66184838,73194018,0,0
(주)강스템바이오텍,217730,2019/12,98625925,113643697,2977418,8242652
(주)강원랜드,035250,2010/12,2615956414,2609098339,723284,723284
(주)강원랜드,035250,2011/12,2730283806,2711401782,818738,818738
(주)강원랜드,035250,2012/12,2915385756,2906655321,636675,636675
(주)강원랜드,035250,2013/12,3105430200,3102036846,908053,908054
(주)강원랜드,035250,2014/12,3380461682,3375127289,0,0
(주)강원랜드,035250,2015/12,3688060027,3690791830,0,0
(주)강원랜드,035250,2016/12,3975979890,3978987574,0,0
(주)강원랜드,035250,2017/12,4182527382,4185657487,0,0
(주)강원랜드,035250,2018/12,4229630541,4231241354,0,0
(주)강원랜드,035250,2019/12,4436461953,4438119306,64295383,65634462
(주)강원에너지,114190,2010/11,28677832,,0,
(주)강원에너지,114190,2011/11,53719067,,0,
(주)강원에너지,114190,2012/12,89258208,,0,
(주)강원에너지,114190,2013/12,72441333,,0,
(주)강원에너지,114190,2014/12,67037639,,0,
(주)강원에너지,114190,2015/12,80939019,85457457,0,0
(주)강원에너지,114190,2016/12,70850137,77186606,0,0
(주)강원에너지,114190,2017/12,87781416,93179394,0,1147005
(주)강원에너지,114190,2018/12,89619750,93845576,0,0
(주)강원에너지,114190,2019/12,55106032,56602063,1308809,1308809
(주)갤럭시아에스엠,011420,2010/12,35800250,38135510,0,0
(주)갤럭시아에스엠,011420,2011/12,40711969,45110356,0,0
(주)갤럭시아에스엠,011420,2012/12,40169876,43979072,0,0
(주)갤럭시아에스엠,011420,2013/12,34158874,37636664,0,0
(주)갤럭시아에스엠,011420,2014/12,40528250,45274078,0,0
(주)갤럭시아에스엠,011420,2015/12,67196553,68686992,0,0
(주)갤럭시아에스엠,011420,2016/12,55825556,58444606,0,0
(주)갤럭시아에스엠,011420,2017/12,48958128,49831109,0,0
(주)갤럭시아에스엠,011420,2018/12,33337692,33253331,0,0
(주)갤럭시아에스엠,011420,2019/12,28241598,28241598,24371,24371
(주)경농,002100,2010/12,198795934,198435169,0,0
(주)경농,002100,2011/12,176741869,173774102,451695,451695
(주)경농,002100,2012/12,203467698,269412832,689876,689876
(주)경농,002100,2013/12,214988593,255984725,598849,598849
(주)경농,002100,2014/12,230870852,284623063,0,0
(주)경농,002100,2015/12,265109291,316341853,0,0
(주)경농,002100,2016/12,266622289,320915151,0,0
(주)경농,002100,2017/12,268967010,335873898,0,0
(주)경농,002100,2018/12,285031873,357260541,797691,1166366
(주)경농,002100,2019/12,297197088,370874091,1236578,1129034
(주)경동나비엔,009450,2010/12,201855827,238612022,0,0
(주)경동나비엔,009450,2011/12,224373470,263211016,0,0
(주)경동나비엔,009450,2012/12,254627468,299729837,0,0
(주)경동나비엔,009450,2013/12,301475800,354779867,0,0
(주)경동나비엔,009450,2014/12,331089242,401658957,0,0
(주)경동나비엔,009450,2015/12,324848990,402084368,0,0
(주)경동나비엔,009450,2016/12,347643876,429754702,0,0
(주)경동나비엔,009450,2017/12,391400492,503697210,0,0
(주)경동나비엔,009450,2018/12,440513661,583595818,0,0
(주)경동나비엔,009450,2019/12,461607017,609808343,792811,792811
(주)경동도시가스,267290,2017/12,707917077,710280194,0,0
(주)경동도시가스,267290,2018/12,775880913,778269612,0,0
(주)경동도시가스,267290,2019/12,747453908,749999474,12441911,12441911
(주)경동인베스트,012320,2010/12,756282260,819480663,0,0
(주)경동인베스트,012320,2011/12,941176098,1001490869,0,0
(주)경동인베스트,012320,2012/12,1168400020,1209924561,0,0
(주)경동인베스트,012320,2013/12,1161427092,1205008353,0,0
(주)경동인베스트,012320,2014/12,1101071366,1320789066,0,0
(주)경동인베스트,012320,2015/12,926392697,1167819522,0,0
(주)경동인베스트,012320,2016/12,903818865,1126122628,0,0
(주)경동인베스트,012320,2017/12,318031347,599276331,0,0
(주)경동인베스트,012320,2018/12,318776653,592002536,0,0
(주)경동인베스트,012320,2019/12,316572482,605467383,476086,2433630
(주)경방,000050,2010/12,1308628573,1328917440,0,0
(주)경방,000050,2011/12,1331930968,1352324332,0,0
(주)경방,000050,2012/12,1301719900,1335039930,0,0
(주)경방,000050,2013/12,1261257414,1296989142,0,0
(주)경방,000050,2014/12,1275008413,1301841379,0,0
(주)경방,000050,2015/12,1259512344,1318643312,0,0
(주)경방,000050,2016/12,1237024388,1301910960,0,0
(주)경방,000050,2017/12,1199063663,1274042237,0,0
(주)경방,000050,2018/12,1226545382,1301792841,0,0
(주)경방,000050,2019/12,1296265431,1370742491,0,0
(주)경보제약,214390,2015/12,195488457,,0,
(주)경보제약,214390,2016/12,203735980,,0,
(주)경보제약,214390,2017/12,204869399,,0,
(주)경보제약,214390,2018/12,221622993,,0,
(주)경보제약,214390,2019/12,237816742,,1526228,
(주)경인양행,012610,2010/12,250809034,321754900,0,0
(주)경인양행,012610,2011/12,245825940,319596954,0,0
(주)경인양행,012610,2012/12,241045608,287452678,0,0
(주)경인양행,012610,2013/12,274570963,316944796,0,0
(주)경인양행,012610,2014/12,267331084,313039125,0,0
(주)경인양행,012610,2015/12,273778266,326687437,0,0
(주)경인양행,012610,2016/12,290035389,344298515,0,0
(주)경인양행,012610,2017/12,296909084,357951470,0,0
(주)경인양행,012610,2018/12,344908257,412996589,0,0
(주)경인양행,012610,2019/12,381063538,472081003,246626,295492
(주)고려시멘트,198440,2014/12,,,,
(주)고려시멘트,198440,2015/12,,,,
(주)고려시멘트,198440,2016/12,,,,
(주)고려시멘트,198440,2017/12,115881620,,0,
(주)고려시멘트,198440,2018/12,127536833,,0,
(주)고려시멘트,198440,2019/12,127035573,,0,
(주)고영테크놀러지,098460,2010/12,69471782,70677514,0,0
(주)고영테크놀러지,098460,2011/12,87017886,87006201,0,0
(주)고영테크놀러지,098460,2012/12,103019642,103351965,0,0
(주)고영테크놀러지,098460,2013/12,121329325,120951617,0,0
(주)고영테크놀러지,098460,2014/12,141873467,141720465,0,0
(주)고영테크놀러지,098460,2015/12,160170850,158857627,0,0
(주)고영테크놀러지,098460,2016/12,194332855,195121241,0,0
(주)고영테크놀러지,098460,2017/12,205696350,205207385,0,0
(주)고영테크놀러지,098460,2018/12,279985447,279059436,0,0
(주)고영테크놀러지,098460,2019/12,308020011,305481184,5849985,7297211
(주)골드앤에스,035290,2010/12,44315266,45047091,0,0
(주)골드앤에스,035290,2011/12,46347129,46677146,0,0
(주)골드앤에스,035290,2012/12,51062616,51950606,0,0
(주)골드앤에스,035290,2013/12,34508798,51442505,0,0
(주)골드앤에스,035290,2014/12,28884288,46528474,0,0
(주)골드앤에스,035290,2015/12,23597566,24102094,0,0
(주)골드앤에스,035290,2016/12,18296141,18671644,0,0
(주)골드앤에스,035290,2017/12,16994788,17173934,0,0
(주)골드앤에스,035290,2018/12,42472631,42472631,0,0
(주)골드앤에스,035290,2019/12,16096170,16096170,58823,58823
(주)골드퍼시픽,038530,2010/12,23114875,,0,
(주)골드퍼시픽,038530,2011/12,27473520,,0,
(주)골드퍼시픽,038530,2012/12,29861540,,29789,
(주)골드퍼시픽,038530,2013/12,30517744,33687572,0,0
(주)골드퍼시픽,038530,2014/12,31936409,41948832,0,64695
(주)골드퍼시픽,038530,2015/12,27495738,28573328,0,1362892
(주)골드퍼시픽,038530,2016/12,11122066,,2482856,
(주)골드퍼시픽,038530,2017/12,26567967,,0,
(주)골드퍼시픽,038530,2018/12,37288362,37825442,0,0
(주)골드퍼시픽,038530,2019/12,72945743,,289269,
(주)골프존,215000,2015/12,171629353,178132253,0,0
(주)골프존,215000,2016/12,177635830,187914226,0,0
(주)골프존,215000,2017/12,239011847,253672419,0,0
(주)골프존,215000,2018/12,254578679,254057808,57714,57714
(주)골프존,215000,2019/12,304860836,312587283,37135089,43194610
(주)골프존뉴딘홀딩스,121440,2011/12,373246120,378054302,0,0
(주)골프존뉴딘홀딩스,121440,2012/12,512614848,540922890,0,0
(주)골프존뉴딘홀딩스,121440,2013/12,589946855,637840057,988337,0
(주)골프존뉴딘홀딩스,121440,2014/12,586599347,762037240,1794774,0
(주)골프존뉴딘홀딩스,121440,2015/12,585663015,767325175,863194,0
(주)골프존뉴딘홀딩스,121440,2016/12,561892958,760772930,510622,1386850
(주)골프존뉴딘홀딩스,121440,2017/12,536244772,756500949,1660492,251248
(주)골프존뉴딘홀딩스,121440,2018/12,563387103,774743339,692042,298532
(주)골프존뉴딘홀딩스,121440,2019/12,537526345,776384700,1463187,17912002
(주)광림,014200,2010/12,110345912,,0,
(주)광림,014200,2011/12,86353051,,0,
(주)광림,014200,2012/12,89766075,,0,
(주)광림,014200,2013/12,101592603,,0,
(주)광림,014200,2014/12,120284256,244886480,0,0
(주)광림,014200,2015/12,146338755,,0,
(주)광림,014200,2016/12,152080347,229596737,0,0
(주)광림,014200,2017/12,369582323,208058303,0,0
(주)광림,014200,2018/12,236379465,187812629,0,0
(주)광림,014200,2019/12,193568854,252468254,331185,625083
(주)광명전기,017040,2010/12,91484700,115957584,641423,592277
(주)광명전기,017040,2011/12,99992644,123886511,635119,3900456
(주)광명전기,017040,2012/12,104218586,131064345,18472,5302
(주)광명전기,017040,2013/12,105483729,120910764,0,0
(주)광명전기,017040,2014/12,119791644,138580023,0,0
(주)광명전기,017040,2015/12,107719518,131457603,6262,6262
(주)광명전기,017040,2016/12,125405290,146859319,0,0
(주)광명전기,017040,2017/12,128881408,152717140,0,0
(주)광명전기,017040,2018/12,124159091,151823119,0,0
(주)광명전기,017040,2019/12,140591786,156712705,32317,0
(주)광무,029480,2010/12,118110114,106045148,232369,232369
(주)광무,029480,2011/12,85836111,75946478,0,0
(주)광무,029480,2012/12,60163490,55788602,0,0
(주)광무,029480,2013/12,28890332,35384615,0,0
(주)광무,029480,2014/12,27862528,,0,
(주)광무,029480,2015/12,21133216,,0,
(주)광무,029480,2016/12,29089768,,0,
(주)광무,029480,2017/12,28950503,,0,
(주)광무,029480,2018/12,26017306,28431748,0,0
(주)광무,029480,2019/12,57156720,63139837,551819,1846129
(주)광주신세계,037710,2010/12,327433751,,0,
(주)광주신세계,037710,2011/12,380753715,,0,
(주)광주신세계,037710,2012/12,430662968,,0,
(주)광주신세계,037710,2013/12,656355808,,0,
(주)광주신세계,037710,2014/12,652758688,,0,
(주)광주신세계,037710,2015/12,659495158,,0,
(주)광주신세계,037710,2016/12,655502726,,0,
(주)광주신세계,037710,2017/12,655018971,,0,
(주)광주신세계,037710,2018/12,696204982,,0,
(주)광주신세계,037710,2019/12,752423111,,7018,
(주)구영테크,053270,2010/12,87520550,142703275,0,75000
(주)구영테크,053270,2011/12,94940916,149471330,0,145000
(주)구영테크,053270,2012/12,109440531,161163024,0,140000
(주)구영테크,053270,2013/12,97549406,149230187,0,0
(주)구영테크,053270,2014/12,101546298,155857242,0,0
(주)구영테크,053270,2015/12,102761141,161330950,0,0
(주)구영테크,053270,2016/12,108895002,166748490,0,0
(주)구영테크,053270,2017/12,139584386,187009683,0,0
(주)구영테크,053270,2018/12,146492374,202572970,0,0
(주)구영테크,053270,2019/12,141034767,206569873,0,1320955
(주)국동,005320,2010/12,57019154,59231420,0,0
(주)국동,005320,2011/12,42291817,68162305,0,0
(주)국동,005320,2012/12,35813125,65808287,0,0
(주)국동,005320,2013/12,40194919,73040609,0,0
(주)국동,005320,2014/12,53392996,89271398,0,0
(주)국동,005320,2015/12,66242141,93758552,0,0
(주)국동,005320,2016/12,86116813,124126720,0,0
(주)국동,005320,2017/12,75154254,106307080,0,0
(주)국동,005320,2018/12,80727956,123134702,0,0
(주)국동,005320,2019/12,96856085,133723726,0,0
(주)국보,001140,2010/12,95419542,96639836,331633,331633
(주)국보,001140,2011/12,97415381,98869465,68163,68163
(주)국보,001140,2012/12,93953021,98494841,0,0
(주)국보,001140,2013/12,94915572,98315386,0,0
(주)국보,001140,2014/12,87597909,91005502,0,0
(주)국보,001140,2015/12,80158667,83085438,0,0
(주)국보,001140,2016/12,77487791,81308887,0,0
(주)국보,001140,2017/12,69819240,73270170,30235,30235
(주)국보,001140,2018/12,45599283,48188113,11468,11468
(주)국보,001140,2019/12,57467353,115356448,4843188,5172196
(주)국보디자인,066620,2010/12,74399995,78614659,0,0
(주)국보디자인,066620,2011/12,79203327,80200900,0,0
(주)국보디자인,066620,2012/12,92873298,92877548,0,0
(주)국보디자인,066620,2013/12,121964092,127902185,0,0
(주)국보디자인,066620,2014/12,125685773,132011877,0,0
(주)국보디자인,066620,2015/12,129037954,141089858,0,0
(주)국보디자인,066620,2016/12,150830570,158452485,0,0
(주)국보디자인,066620,2017/12,158317679,164381715,0,0
(주)국보디자인,066620,2018/12,161750972,175036784,0,30585
(주)국보디자인,066620,2019/12,197762410,222514980,294226,308327
(주)국순당,043650,2010/12,194683009,200862986,0,0
(주)국순당,043650,2011/12,193849294,199135153,0,0
(주)국순당,043650,2012/12,203489729,209729554,0,0
(주)국순당,043650,2013/12,203199593,218115221,15208,0
(주)국순당,043650,2014/12,205782935,217479839,4521,0
(주)국순당,043650,2015/12,203528460,216587928,1881,0
(주)국순당,043650,2016/12,200077411,213004831,0,237465
(주)국순당,043650,2017/12,208832133,242199755,11326,0
(주)국순당,043650,2018/12,221229658,238619493,1896,0
(주)국순당,043650,2019/12,210006510,252484287,181300,186669
(주)국영지앤엠,006050,2010/12,46688416,,0,
(주)국영지앤엠,006050,2011/12,61022765,,0,
(주)국영지앤엠,006050,2012/12,60197670,,0,
(주)국영지앤엠,006050,2013/12,63108054,,0,
(주)국영지앤엠,006050,2014/12,58995756,,0,
(주)국영지앤엠,006050,2015/12,63713392,,0,
(주)국영지앤엠,006050,2016/12,65670915,,0,
(주)국영지앤엠,006050,2017/12,66101002,,0,
(주)국영지앤엠,006050,2018/12,60335138,,0,
(주)국영지앤엠,006050,2019/12,68657302,,1005562,
(주)국전약품,307750,2018/12,,,,
(주)국전약품,307750,2019/12,,,,
(주)그래디언트,035080,2010/12,369457946,538992671,0,0
(주)그래디언트,035080,2011/12,521750143,777653618,0,0
(주)그래디언트,035080,2012/12,482181596,739985481,0,0
(주)그래디언트,035080,2013/12,473264178,1598503940,0,1843649
(주)그래디언트,035080,2014/12,455860309,1920350951,0,1873101
(주)그래디언트,035080,2015/12,475792856,2106702049,0,868427
(주)그래디언트,035080,2016/12,404583242,2073537018,0,639965
(주)그래디언트,035080,2017/12,344022749,1804533355,0,388275
(주)그래디언트,035080,2018/12,339457297,1809664488,0,0
(주)그래디언트,035080,2019/12,336145750,1780051911,730831,52502308
(주)그리티,204020,2018/12,86557287,95755030,0,0
(주)그리티,204020,2019/12,86803901,92151596,645668,675694
(주)그린플러스,186230,2019/12,56587945,72321985,556772,431892
(주)글로벌스탠다드테크놀로지,083450,2010/12,35828932,37146097,0,0
(주)글로벌스탠다드테크놀로지,083450,2011/12,49714791,52575255,0,0
(주)글로벌스탠다드테크놀로지,083450,2012/12,49050552,53824618,15344,15344
(주)글로벌스탠다드테크놀로지,083450,2013/12,57053266,62626777,0,0
(주)글로벌스탠다드테크놀로지,083450,2014/12,63317853,69972237,0,0
(주)글로벌스탠다드테크놀로지,083450,2015/12,60770711,69691968,64768,64768
(주)글로벌스탠다드테크놀로지,083450,2016/12,78440684,89405841,0,0
(주)글로벌스탠다드테크놀로지,083450,2017/12,88966307,102400669,1000000,0
(주)글로벌스탠다드테크놀로지,083450,2018/12,87524011,105027408,0,0
(주)글로벌스탠다드테크놀로지,083450,2019/12,120984040,136751562,59498,130358
(주)금양,001570,2010/12,104994772,109120107,0,0
(주)금양,001570,2011/12,124086392,130817841,0,0
(주)금양,001570,2012/12,127197484,127557393,0,0
(주)금양,001570,2013/12,142485295,147115126,0,0
(주)금양,001570,2014/12,145135554,160244911,0,0
(주)금양,001570,2015/12,157467543,165405931,0,0
(주)금양,001570,2016/12,174953809,178901902,0,0
(주)금양,001570,2017/12,167120998,196084032,0,0
(주)금양,001570,2018/12,155507052,204777156,0,0
(주)금양,001570,2019/12,171931897,224222540,0,0
(주)금호에이치티,214330,2015/12,109367040,123875646,75231,0
(주)금호에이치티,214330,2016/12,151786975,156606980,0,0
(주)금호에이치티,214330,2017/12,146407321,150164495,0,0
(주)금호에이치티,214330,2018/12,230268876,238380056,0,0
(주)금호에이치티,214330,2019/12,314666069,322078193,64497,433391
(주)금화피에스시,036190,2010/12,82508879,,485800,
(주)금화피에스시,036190,2011/12,94174014,,490927,
(주)금화피에스시,036190,2012/12,105483370,,0,
(주)금화피에스시,036190,2013/12,135180701,142932108,0,0
(주)금화피에스시,036190,2014/12,146360964,158057524,0,0
(주)금화피에스시,036190,2015/12,175086217,189001800,0,0
(주)금화피에스시,036190,2016/12,197557790,215036137,0,0
(주)금화피에스시,036190,2017/12,216252318,231639148,0,0
(주)금화피에스시,036190,2018/12,242310750,262516457,0,0
(주)금화피에스시,036190,2019/12,255149491,281692946,27568,27568
(주)기가레인,049080,2013/12,122926340,122523850,166500,166500
(주)기가레인,049080,2014/12,133237615,131923500,0,0
(주)기가레인,049080,2015/12,148551434,151757532,0,0
(주)기가레인,049080,2016/12,152639799,155732003,0,0
(주)기가레인,049080,2017/12,179756049,181628353,0,0
(주)기가레인,049080,2018/12,176296022,179113947,0,0
(주)기가레인,049080,2019/12,115539385,117798198,0,0
(주)기산텔레콤,035460,2010/12,68838580,96782609,94394,7604
(주)기산텔레콤,035460,2011/12,59416681,86259438,103211,1728
(주)기산텔레콤,035460,2012/12,46588431,73234520,0,0
(주)기산텔레콤,035460,2013/12,57254925,78811114,87130,0
(주)기산텔레콤,035460,2014/12,54284156,78052777,0,0
(주)기산텔레콤,035460,2015/12,53901387,76012528,0,0
(주)기산텔레콤,035460,2016/12,47117435,74209973,295200,0
(주)기산텔레콤,035460,2017/12,44554117,70137339,295200,6497605
(주)기산텔레콤,035460,2018/12,34219394,56180491,0,799030
(주)기산텔레콤,035460,2019/12,40025881,66789756,86374,467019
(주)까뮤이앤씨,013700,2010/12,353998983,,985207,
(주)까뮤이앤씨,013700,2011/12,248885092,,512117,
(주)까뮤이앤씨,013700,2012/12,203481478,,69737,
(주)까뮤이앤씨,013700,2013/12,167635146,,0,
(주)까뮤이앤씨,013700,2014/12,129647729,,0,
(주)까뮤이앤씨,013700,2015/12,129465385,,0,
(주)까뮤이앤씨,013700,2016/12,142978398,,0,
(주)까뮤이앤씨,013700,2017/12,139937930,,0,
(주)까뮤이앤씨,013700,2018/12,142240175,,0,
(주)까뮤이앤씨,013700,2019/12,168876167,,1380045,
(주)까스텔바작,308100,2019/12,88614189,89005071,41415,253412
(주)나노,187790,2014/12,,,,
(주)나노,187790,2015/12,72593232,99495652,0,0
(주)나노,187790,2016/12,57351009,83440884,0,0
(주)나노,187790,2017/12,59149648,91574665,0,0
(주)나노,187790,2018/12,66624058,108261295,0,0
(주)나노,187790,2019/12,73016346,116141232,98308,3633350
(주)나노브릭,286750,2019/12,24551526,24551526,92600,92600
(주)나노신소재,121600,2011/12,73039188,73056413,0,0
(주)나노신소재,121600,2012/12,68451247,68351781,0,0
(주)나노신소재,121600,2013/12,67590589,67523690,0,0
(주)나노신소재,121600,2014/12,71672677,71678554,0,0
(주)나노신소재,121600,2015/12,82685704,83449448,0,0
(주)나노신소재,121600,2016/12,84288643,84239207,1100135,1100135
(주)나노신소재,121600,2017/12,89013566,88963512,1100135,1100135
(주)나노신소재,121600,2018/12,98056917,98480424,0,0
(주)나노신소재,121600,2019/12,101777474,101893569,1241847,1304756
(주)나노엔텍,039860,2010/12,36390618,37497459,0,0
(주)나노엔텍,039860,2011/12,50081334,49649382,0,0
(주)나노엔텍,039860,2012/12,44443980,44437103,0,0
(주)나노엔텍,039860,2013/12,46319139,44803627,0,0
(주)나노엔텍,039860,2014/12,46185844,43261142,0,0
(주)나노엔텍,039860,2015/12,58551326,52687009,0,0
(주)나노엔텍,039860,2016/12,47792785,45707894,0,0
(주)나노엔텍,039860,2017/12,45400592,42369896,0,0
