회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS)(천원),매출원가(*)(IFRS연결)(천원),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),판매비와 관리비(물류원가 등 포함)(*)(IFRS)(천원),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결)(천원),당기순이익(손실)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원),자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),장기차입금(IFRS)(천원),단기차입금(IFRS)(천원),회사채(IFRS)(천원),이자비용(IFRS연결)(천원),이자비용(IFRS)(천원)
(주)HJ중공업,097230,2016/12,1928591000,2813271000,1776465000,2753545000,904150000,895183000,102807000,139045000,-334429000,-334446000,3921561000,5256464000,0,0,0,0,122397000
(주)HJ중공업,097230,2017/12,1737428000,2452314000,1545012000,2431066000,563410000,577198000,105733000,137941000,-299028000,-277978000,3312303000,4206655000,0,0,0,0,97781000
(주)HJ중공업,097230,2018/12,1750954000,1697869000,1551132000,1557089000,-398930000,-708186000,265827000,79104000,-963474000,-1283647000,2388369000,2733620000,0,0,0,0,99651000
(주)HJ중공업,097230,2019/12,1609530000,1628751000,1439132000,1451267000,247272000,244994000,93343000,93645000,-73654000,306169000,2465650000,2470222000,0,0,0,0,120720000
(주)MH에탄올,023150,2011/12,43206995,44785159,32715976,37258514,56161251,42667338,3594900,7016081,3351943,-4357312,135927085,134206851,0,0,0,0,4593208
(주)MH에탄올,023150,2012/12,45488675,59768175,35478357,49030452,58712944,39678259,3491561,5285990,2571700,287369,139200817,134385813,0,0,0,0,3983343
(주)MH에탄올,023150,2013/12,46298516,62199887,33247791,54316861,47119925,45885523,3400484,4873284,-11627211,7028234,122520742,129697936,0,0,0,0,2808886
(주)MH에탄올,023150,2014/12,48983781,48983781,37109977,37109977,52507884,52788681,3126986,3128953,4618332,-203193,85253876,85534839,0,0,0,0,1555697
(주)MH에탄올,023150,2015/12,50386203,50386203,36425005,36425005,57569789,57884347,2867026,2869185,7744832,7778593,78691328,78996052,0,0,0,0,873794
(주)MH에탄올,023150,2016/12,48897025,48897025,33962392,33962392,63257513,63581883,3057762,3060158,8134873,8144684,72025138,72339673,0,0,0,0,403741
(주)MH에탄올,023150,2017/12,48270464,51977132,34577247,37225576,64698932,106837344,3240303,6634846,5903108,4308068,107437079,500180086,0,0,0,0,313976
(주)MH에탄올,023150,2018/12,46943080,72795863,34331318,53524709,68471529,91585473,3583247,18042950,6553371,-12033428,109656889,440177523,0,0,0,0,1033740
(주)MH에탄올,023150,2019/12,46992295,80879342,35415661,54219181,59477642,79389077,3748048,18831058,-5004935,-7552043,101058662,451474451,0,0,0,0,1031751
(주)SH에너지화학,002360,2011/12,172752632,173209351,160574493,160789710,64498684,65242326,7782885,8845210,3164441,1800972,102383199,104710740,0,0,0,0,1424281
(주)SH에너지화학,002360,2012/12,191907628,193950102,178516652,178829327,64888612,64881202,10516392,12937591,1079738,210854,102492810,103690070,0,0,0,0,1270453
(주)SH에너지화학,002360,2013/12,229783541,231912218,213397080,213952261,69781889,69599141,9183287,11535730,4841817,4606872,109984767,110488951,0,0,0,0,1211308
(주)SH에너지화학,002360,2014/12,226971465,230912587,196829927,197661842,83404299,84237197,9867035,11978837,15569914,16733050,109098264,110741407,0,0,0,0,797274
(주)SH에너지화학,002360,2015/12,213882181,216441364,179081363,179135051,90740136,91646221,11901196,14356137,12639344,12590617,114048206,115520726,0,0,0,0,269400
(주)SH에너지화학,002360,2016/12,214380015,218397677,179726464,179759098,103083032,104088887,11053345,14537419,17574101,18028878,122956894,124488724,0,0,0,0,112668
(주)SH에너지화학,002360,2017/12,184672638,188114822,161711689,161824273,105717970,107693472,9771675,12108613,8905104,9879057,123261552,125312154,0,0,0,0,84964
(주)SH에너지화학,002360,2018/12,180753289,183598766,169058462,171330094,104065473,105390892,8883270,10168002,2766802,2033570,120895795,122434685,0,0,0,0,91287
(주)SH에너지화학,002360,2019/12,138161816,140852575,131861388,134184400,97386214,98999976,8663622,9799303,-3151629,-3090151,121126250,123415832,0,0,0,0,129835
(주)SIMPAC,009160,2011/12,213867522,215365697,169699426,170409718,155833324,168941269,15256714,16067582,21196377,24976613,296953131,310879328,0,0,0,0,1306820
(주)SIMPAC,009160,2012/12,223854758,225353321,182101881,182861979,177830482,187860952,16442981,17300065,22517068,19285856,307366684,318665505,0,0,0,0,1623737
(주)SIMPAC,009160,2013/12,204527751,205751154,163875499,164405183,197900866,208831047,16910891,17746622,19196136,20043596,349836891,361985890,0,0,0,0,1423590
(주)SIMPAC,009160,2014/12,227491803,263152264,188349315,220084616,203904919,219125252,20405682,25725748,10218575,14312319,329325876,381939281,0,0,0,0,2022728
(주)SIMPAC,009160,2015/12,213152303,269528038,171341851,221412942,220087525,232007841,18179952,26874065,19448583,16449973,369348917,422833445,0,0,0,0,1006031
(주)SIMPAC,009160,2016/12,215839356,267074156,175971604,217713888,228959172,240416530,18461676,25794076,16444650,16183843,366245273,417865468,0,0,0,0,1023886
(주)SIMPAC,009160,2017/12,203150228,230634812,168484356,193009825,223781988,240826100,20694784,25927072,7133940,12895699,343005145,381158251,0,0,0,0,915110
(주)SIMPAC,009160,2018/12,268863854,306150809,243575353,271995017,411119510,435032869,18072612,23965220,62381304,69198558,628334175,681750819,0,0,0,0,2222506
(주)SIMPAC,009160,2019/12,391970769,430085162,357126998,385305111,419215968,441195485,26405466,33638732,11507259,9487516,608693104,679145850,0,0,0,0,2947600
(주)SNT에너지,100840,2011/12,195318747,,181219511,,160595865,,20812087,,-4155767,,276511841,,0,0,0,,716424
(주)SNT에너지,100840,2012/12,230707564,,191839172,,183306309,,23735608,,9087721,,292802033,,0,0,0,,195405
(주)SNT에너지,100840,2013/12,200750984,,161808099,,198164671,,22138474,,16189688,,311675279,,0,0,0,,330740
(주)SNT에너지,100840,2014/12,242746888,,203611420,,207712504,,25357817,,11264253,,304511816,,0,0,0,,335302
(주)SNT에너지,100840,2015/12,260094045,,202305297,,231399939,,23870714,,27029932,,316196096,,0,0,0,,94454
(주)SNT에너지,100840,2016/12,254089906,,204980319,,229799567,,47914443,,1659742,,348042346,,0,0,0,,0
(주)SNT에너지,100840,2017/12,184091945,,146050315,,233817326,,18839719,,4581777,,300266693,,0,0,0,,0
