회사명,거래소코드,회계년도,장기차입금(*)(IFRS)(천원),단기차입금(*)(IFRS)(천원),유동성장기차입금(IFRS)(천원),자산(*)(IFRS)(천원),장기차입금(*)(IFRS연결)(천원),단기차입금(*)(IFRS연결)(천원),유동성장기차입금(IFRS연결)(천원),자산(*)(IFRS연결)(천원)
(주)동아엘텍,088130,2018/12,562440,4676341,749920,161679008,1337840,4956341,784920,271270330
(주)동아엘텍,088130,2019/12,0,0,562440,155200694,740400,180000,592440,267605758
(주)동아지질,028100,2010/12,2000000,6000000,0,217328098,2000000,6317026,0,217300520
(주)동아지질,028100,2011/12,750000,14876954,0,199886907,750000,15173963,0,202921027
(주)동아지질,028100,2012/12,5000000,16500000,750000,225113684,5000000,16778615,750000,226247530
(주)동아지질,028100,2013/12,8091000,24500000,0,222553416,8091000,27053628,0,225300799
(주)동아지질,028100,2014/12,0,21500000,9754000,227158130,0,23958379,9754000,232681244
(주)동아지질,028100,2015/12,5000000,35259493,0,259564348,5000000,36227699,0,259436782
(주)동아지질,028100,2016/12,5000000,40612303,0,298739707,5000000,41060261,0,298869765
(주)동아지질,028100,2017/12,0,25500000,5000000,254667941,0,25951465,5000000,257634756
(주)동아지질,028100,2018/12,0,23000000,0,284393541,0,23517482,0,284762190
(주)동아지질,028100,2019/12,0,22000000,0,321600590,0,22000000,0,322274034
(주)동양,001520,2010/12,206252920,200365769,48651773,1557712154,773611561,891183079,118959466,3371365116
(주)동양,001520,2011/12,166792960,286633944,62982945,1776093594,293086650,1050554546,515819949,3633466665
(주)동양,001520,2012/12,22302322,206584295,170046199,1744452583,481898757,899347330,251250606,3401374248
(주)동양,001520,2013/12,0,241279048,99323350,940420262,0,87481888,209563101,1124605701
(주)동양,001520,2014/12,0,0,0,782917713,0,4788142,0,830447598
(주)동양,001520,2015/12,0,0,0,1127049246,0,2000000,0,1184189631
(주)동양,001520,2016/12,0,0,0,925332263,0,1970000,0,1004693583
(주)동양,001520,2017/12,0,0,0,914720129,0,1870292,0,980377628
(주)동양,001520,2018/12,0,0,0,913713631,0,2412141,0,977551540
(주)동양,001520,2019/12,0,13000000,0,928011545,284028,16155174,300831,1017398588
(주)동양고속,084670,2010/12,20000000,0,0,168637408,20000000,500000,0,221963855
(주)동양고속,084670,2011/12,0,55500000,20000000,243463463,0,57527826,20000000,290833249
(주)동양고속,084670,2012/12,0,42004000,0,201016268,0,42004000,0,209135730
(주)동양고속,084670,2013/12,0,45011000,0,210730816,0,45011000,0,214756370
(주)동양고속,084670,2014/12,0,45307000,0,219864779,0,45307000,0,224095138
(주)동양고속,084670,2015/12,18800000,47611000,0,233201229,18800000,47611000,0,240378400
(주)동양고속,084670,2016/12,21694730,46611000,0,233558225,21694730,46611000,0,237926437
(주)동양고속,084670,2017/12,4798990,30000000,19851320,211177314,4798990,30000000,19851320,211678292
(주)동양고속,084670,2018/12,5609510,38800000,1379880,195267781,5609510,38800000,1379880,195948851
(주)동양고속,084670,2019/12,8493480,5000000,1971280,186386151,8493480,5000000,1971280,186827240
(주)동양에스텍,060380,2010/12,250116,49636542,0,127489739,583416,49653242,0,129152119
(주)동양에스텍,060380,2011/12,375174,59367359,0,139727799,375174,59442359,0,142309589
(주)동양에스텍,060380,2012/12,0,58623685,375174,129114179,2000000,58623685,375174,133430047
(주)동양에스텍,060380,2013/12,0,38568255,0,114778886,2470000,38568255,0,119723882
(주)동양에스텍,060380,2014/12,10000000,22410199,0,99930615,12000000,22410199,0,106112076
(주)동양에스텍,060380,2015/12,0,16792620,10000000,88698236,0,18292620,10300000,92678515
(주)동양에스텍,060380,2016/12,0,32959986,0,101171708,9056480,35585880,2466540,120249193
(주)동양에스텍,060380,2017/12,10000000,28677481,0,104369971,18662240,33078481,394240,124977099
(주)동양에스텍,060380,2018/12,4100000,33134716,10000000,114666650,12227023,35505716,11621530,136232434
(주)동양에스텍,060380,2019/12,11600000,37542821,266667,116260464,17646350,39690431,2598317,144962083
(주)동우팜투테이블,088910,2010/12,2984800,3146180,3008280,121575825,,,,
(주)동우팜투테이블,088910,2011/12,2478520,2966270,506280,134810786,,,,
(주)동우팜투테이블,088910,2012/12,1972240,10725000,506290,149560052,,,,
(주)동우팜투테이블,088910,2013/12,1399960,604351,572280,152310667,,,,
(주)동우팜투테이블,088910,2014/12,3966680,563280,0,158072462,,,,
(주)동우팜투테이블,088910,2015/12,3130000,1800000,0,162703401,,,,
(주)동우팜투테이블,088910,2016/12,5128830,1200000,1001170,173623656,,,,
(주)동우팜투테이블,088910,2017/12,1116160,500000,4012670,200503429,,,,
(주)동우팜투테이블,088910,2018/12,103500,0,1012660,220488718,,,,
(주)동우팜투테이블,088910,2019/12,57500,0,46000,222990590,57500,1087000,46000,224727531
(주)동운아나텍,094170,2015/12,0,0,0,43445926,,,,
(주)동운아나텍,094170,2016/12,0,3000000,0,42756175,,,,
(주)동운아나텍,094170,2017/12,1500000,7000000,0,42933844,,,,
(주)동운아나텍,094170,2018/12,6492150,7761515,0,41671771,,,,
(주)동운아나텍,094170,2019/12,2916667,9500000,2500000,54041008,,,,
(주)동원개발,013120,2010/12,9772214,4194930,32486667,317199777,,,,
(주)동원개발,013120,2011/12,9076060,3980100,86667,325725111,,,,
(주)동원개발,013120,2012/12,36273922,12862000,86667,419752428,,,,
(주)동원개발,013120,2013/12,30979121,862000,86667,387097857,,,,
(주)동원개발,013120,2014/12,973963,862000,86667,433463150,,,,
(주)동원개발,013120,2015/12,881914,862000,86667,546033824,,,,
(주)동원개발,013120,2016/12,789671,862000,86667,654000395,,,,
(주)동원개발,013120,2017/12,693333,527000,86667,703630959,,,,
(주)동원개발,013120,2018/12,606667,527000,86667,877699704,,,,
(주)동원개발,013120,2019/12,520000,527000,86667,929793884,,,,
(주)동원에프앤비,049770,2010/12,0,36026061,0,611210341,24253083,152141252,46875070,815904657
(주)동원에프앤비,049770,2011/12,0,66303961,0,687821589,20962984,185289542,3762046,910153374
(주)동원에프앤비,049770,2012/12,0,39646162,0,755773972,20173971,140237585,3600000,967287072
(주)동원에프앤비,049770,2013/12,0,7423364,0,711103333,39105170,70575874,1600000,914931543
(주)동원에프앤비,049770,2014/12,24244000,0,0,759423296,32927680,39347798,1900000,897092470
(주)동원에프앤비,049770,2015/12,21000000,15000000,0,798604570,21000000,46378657,8614750,952430434
(주)동원에프앤비,049770,2016/12,21000000,0,0,879483056,48980400,33297499,1888850,1092285976
(주)동원에프앤비,049770,2017/12,125800000,0,20200000,1055184115,183716667,67446634,21866667,1369136235
(주)동원에프앤비,049770,2018/12,125600000,0,200000,1029298805,217350000,49153118,21866667,1403607395
(주)동원에프앤비,049770,2019/12,90400000,0,35200000,1159056111,135400000,66100000,82450000,1573514559
(주)동일기연,032960,2010/12,0,210326,0,88533035,0,210326,0,88494733
(주)동일기연,032960,2011/12,0,4121189,0,58932405,0,4121189,0,59334855
(주)동일기연,032960,2012/12,0,67185,0,60329086,0,67185,0,59541847
(주)동일기연,032960,2013/12,0,0,0,65406649,0,0,0,63525265
(주)동일기연,032960,2014/12,0,0,0,68757810,0,0,0,66654278
(주)동일기연,032960,2015/12,0,0,0,63705812,0,0,0,59911236
(주)동일기연,032960,2016/12,0,0,0,66980452,0,200000,0,65783269
(주)동일기연,032960,2017/12,0,0,0,70656416,0,0,0,72003645
(주)동일기연,032960,2018/12,0,0,0,60568446,0,0,0,61115452
(주)동일기연,032960,2019/12,0,0,0,57091220,0,745000,0,58374142
(주)동진쎄미켐,005290,2010/12,23044092,173288053,7507314,435975044,64628433,205868037,13317708,507812671
(주)동진쎄미켐,005290,2011/12,24130045,203790984,4740030,464260245,57319560,243470144,24738696,553762349
(주)동진쎄미켐,005290,2012/12,40843488,208963276,22062779,515077372,71512441,249686835,32126356,594654428
(주)동진쎄미켐,005290,2013/12,25521806,214724304,19391218,533833650,48933774,271564218,26949999,621098749
(주)동진쎄미켐,005290,2014/12,8888613,290735289,20945147,572111127,32408469,318891922,29014780,633547864
(주)동진쎄미켐,005290,2015/12,10180927,302505806,9707687,562825991,35208374,341157060,26904246,655669437
(주)동진쎄미켐,005290,2016/12,16925000,273914450,9555927,566293245,37268292,319123755,14855528,657591755
(주)동진쎄미켐,005290,2017/12,30150000,212048047,0,567261062,48217936,250317098,18955927,667169455
(주)동진쎄미켐,005290,2018/12,50950000,197450011,20200000,645833483,80163244,239216014,27397924,760451748
(주)동진쎄미켐,005290,2019/12,6750000,223518712,41200000,701213988,22151910,265627435,42040000,840710798
(주)두산,000150,2010/12,24550298,61170350,105016492,3095811785,51064000,305835977,134667435,5930300874
(주)두산,000150,2011/12,153163348,63833046,21604835,3177644299,342613000,283208115,38446000,6296220754
(주)두산,000150,2012/12,172972565,11374728,60456801,3090083028,389793964,320939422,80576801,5950670747
(주)두산,000150,2013/12,227821622,47893811,40419498,3291631175,4603546946,2690508680,343979764,31166041855
(주)두산,000150,2014/12,197821888,98000049,105284545,3509598140,3939559536,3373303138,1067495073,31369299869
(주)두산,000150,2015/12,223288052,186276165,120058632,3478222671,3715287734,4616776181,1033279423,31556310459
(주)두산,000150,2016/12,210590926,453578630,85301058,3744673181,2887176774,3848111193,1178914744,28664805143
(주)두산,000150,2017/12,66962974,135435708,177321100,3950029379,2280606145,4349942596,400141180,28769021898
(주)두산,000150,2018/12,415715734,104645162,82858150,4734223086,3667600341,3187563078,868681481,28880281620
(주)두산,000150,2019/12,313314243,508000000,143314700,4752375845,2258813692,4614068043,1109271243,29169746816
(주)두산테스나,131970,2013/12,18176500,6900000,7445850,110923213,,,,
(주)두산테스나,131970,2014/12,8437350,7900000,5939150,99720768,,,,
(주)두산테스나,131970,2015/12,4141950,7900000,4295400,82970288,,,,
(주)두산테스나,131970,2016/12,1346550,6000000,2795400,78236596,,,,
(주)두산테스나,131970,2017/12,5225000,8000000,1921550,96222618,,,,
(주)두산테스나,131970,2018/12,4574920,8000000,3150080,111616930,,,,
(주)두산테스나,131970,2019/12,24999960,22000000,2574960,342662378,,,,
(주)두올,016740,2016/12,1840889,18177976,2092161,186362087,5110998,28956864,2092161,220602297
(주)두올,016740,2017/12,8389860,13200000,4580278,232488877,25347178,21680185,5649600,326289225
(주)두올,016740,2018/12,7129685,15200000,1244709,219833556,15354684,32795992,1263720,346631230
(주)두올,016740,2019/12,0,17200000,7136536,227824797,1044083,45613295,8246387,364345053
(주)듀오백,073190,2010/12,0,0,0,51714998,2105981,26227,200000,54950872
(주)듀오백,073190,2011/12,0,0,0,53151312,556737,0,1724716,55916043
(주)듀오백,073190,2012/12,0,0,0,50648025,387757,600000,0,51454405
(주)듀오백,073190,2013/12,0,0,0,51781107,469249,600000,0,51565867
(주)듀오백,073190,2014/12,0,0,0,46066355,498455,0,0,46573646
(주)듀오백,073190,2015/12,0,0,0,43749537,477901,0,0,43373284
(주)듀오백,073190,2016/12,0,0,0,37911685,443266,0,0,38094678
(주)듀오백,073190,2017/12,0,0,0,38777381,31594,0,0,39279572
(주)듀오백,073190,2018/12,0,0,0,33563382,0,160000,0,34065097
(주)듀오백,073190,2019/12,0,0,0,31552159,0,192121,0,32605733
(주)드래곤플라이,030350,2010/12,0,17200000,0,99955043,0,17200000,0,97170269
(주)드래곤플라이,030350,2011/12,0,18200000,0,118074660,0,18200000,0,111829954
(주)드래곤플라이,030350,2012/12,15540000,17460000,0,128001615,15540000,17460000,0,120608960
(주)드래곤플라이,030350,2013/12,14756000,15690000,5784000,90869736,14756000,15690000,5784000,89288698
(주)드래곤플라이,030350,2014/12,10649000,17886571,5811000,78936061,10649000,17886571,5811000,76939220
(주)드래곤플라이,030350,2015/12,6499000,6793962,5324000,62828108,6499000,6793962,5324000,62770029
(주)드래곤플라이,030350,2016/12,0,11000000,6986000,67353254,0,11000000,6986000,67297051
(주)드래곤플라이,030350,2017/12,0,13700000,6386000,50306246,,,,
(주)드래곤플라이,030350,2018/12,0,0,0,19895923,,,,
(주)드래곤플라이,030350,2019/12,0,0,0,15028635,0,0,0,14923301
(주)드림시큐리티,203650,2014/12,,,,,,,,
(주)드림시큐리티,203650,2015/12,,,,,,,,
(주)드림시큐리티,203650,2016/12,,,,,,,,
(주)드림시큐리티,203650,2017/12,0,0,0,21837665,600000,0,300000,24242344
(주)드림시큐리티,203650,2018/12,0,0,0,24698314,300000,0,300000,27006031
(주)드림시큐리티,203650,2019/12,0,10150000,0,77356759,0,10150000,300000,77347110
(주)드림어스컴퍼니,060570,2010/12,0,2976340,0,125028406,0,6146557,0,128482373
(주)드림어스컴퍼니,060570,2011/12,0,7291090,0,96340576,0,8559648,0,90519026
(주)드림어스컴퍼니,060570,2012/12,0,5014069,0,49935187,0,5014069,0,57422700
(주)드림어스컴퍼니,060570,2013/12,0,2361765,0,36326448,0,2361765,0,31393820
(주)드림어스컴퍼니,060570,2014/12,0,0,0,65252246,0,0,0,61944863
(주)드림어스컴퍼니,060570,2015/12,0,0,0,65405240,0,0,0,60433974
(주)드림어스컴퍼니,060570,2016/12,0,0,0,54063168,0,0,0,50075192
(주)드림어스컴퍼니,060570,2017/12,0,0,0,132080078,0,0,0,130877588
(주)드림어스컴퍼니,060570,2018/12,0,0,0,200063358,0,0,0,204478522
(주)드림어스컴퍼니,060570,2019/12,0,0,0,164361525,0,0,0,171585555
(주)드림텍,192650,2019/12,11200000,25367540,3400000,257511541,15300000,68137340,3400000,377121831
(주)디딤,217620,2015/12,,,,,,,,
(주)디딤,217620,2016/12,,,,,,,,
(주)디딤,217620,2017/12,717760,6287573,4015753,53913043,717760,6689683,4015753,54140507
(주)디딤,217620,2018/12,2653216,10426997,2504344,63314495,2653216,16816920,2504344,69675606
(주)디딤,217620,2019/12,4833304,14325370,1799992,111113819,4833304,16880695,1799992,117030402
(주)디모아,016670,2010/12,0,1530714,0,32645315,,,,
(주)디모아,016670,2011/12,0,0,0,28327024,,,,
(주)디모아,016670,2012/12,0,0,0,37829435,0,1500000,0,52168522
(주)디모아,016670,2013/12,0,0,0,47508663,458300,400000,366640,63223890
(주)디모아,016670,2014/12,0,0,0,59397023,91660,0,366640,73222299
(주)디모아,016670,2015/12,0,0,0,59869670,0,0,0,86485309
(주)디모아,016670,2016/12,0,0,0,66490368,0,0,0,83167982
(주)디모아,016670,2017/12,0,0,0,69440308,0,0,0,85079445
(주)디모아,016670,2018/12,0,0,0,67553811,0,0,0,92574280
(주)디모아,016670,2019/12,0,0,0,61389633,0,0,0,102374669
(주)디바이스이엔지,187870,2017/12,436140,4500000,831280,79756898,,,,
(주)디바이스이엔지,187870,2018/12,0,1050000,0,74549363,,,,
(주)디바이스이엔지,187870,2019/12,1000000,0,0,107991965,,,,
(주)디비아이엔씨,012030,2010/12,387250,56684725,309800,669741594,387250,56684725,309800,679304595
(주)디비아이엔씨,012030,2011/12,77450,58523015,309800,664749627,77450,58523015,309800,686746431
(주)디비아이엔씨,012030,2012/12,0,65205472,77450,671558435,0,65205472,77450,693327543
(주)디비아이엔씨,012030,2013/12,0,39504796,63000000,654682413,0,39504796,63000000,638356756
(주)디비아이엔씨,012030,2014/12,0,28337977,0,359439139,0,28337977,0,365853366
(주)디비아이엔씨,012030,2015/12,0,6316671,0,276075787,0,6316671,0,276200611
(주)디비아이엔씨,012030,2016/12,0,2713849,0,214971054,0,2713849,0,214971054
(주)디비아이엔씨,012030,2017/12,0,5455920,0,193518033,0,5455920,0,193495948
(주)디비아이엔씨,012030,2018/12,0,63687,0,288195834,0,63687,0,288416201
(주)디비아이엔씨,012030,2019/12,0,3768881,0,372989588,0,3768881,0,363158130
(주)디스플레이테크,066670,2010/12,8417000,171291,0,113932440,,,,
(주)디스플레이테크,066670,2011/12,18580000,4884538,0,130035398,,,,
(주)디스플레이테크,066670,2012/12,18096870,22633251,483130,183976284,,,,
(주)디스플레이테크,066670,2013/12,15184750,61834083,2912120,304073877,,,,
(주)디스플레이테크,066670,2014/12,11505030,37274123,3679720,266110759,,,,
(주)디스플레이테크,066670,2015/12,7825310,15579689,3679720,198212543,,,,
(주)디스플레이테크,066670,2016/12,4145590,9050552,3679720,180278673,,,,
(주)디스플레이테크,066670,2017/12,0,6733683,0,166844088,,,,
(주)디스플레이테크,066670,2018/12,0,805394,0,172266882,,,,
(주)디스플레이테크,066670,2019/12,0,3355267,0,167971201,,,,
(주)디아이,003160,2010/12,12155845,3000000,240000,150799945,12155845,28823643,240000,198863084
(주)디아이,003160,2011/12,720000,21000000,240000,141656545,720000,40255160,240000,188261131
(주)디아이,003160,2012/12,15480000,17000000,240000,149804529,15830000,37588500,840000,188020556
(주)디아이,003160,2013/12,12240000,15000000,240000,153412329,12740000,27204660,2640000,184476587
(주)디아이,003160,2014/12,0,18000000,0,153313187,0,26196182,9240000,179415424
(주)디아이,003160,2015/12,5000000,23000000,0,143777580,5000000,31876698,0,171701971
(주)디아이,003160,2016/12,7500000,24500000,0,148363889,9250000,29637853,250000,179576752
(주)디아이,003160,2017/12,1928571,15858000,0,161795318,2178571,19371843,5946429,201552129
(주)디아이,003160,2018/12,1642857,25200000,285714,159491494,1642857,29797134,285714,210488936
(주)디아이,003160,2019/12,1357143,36200000,285714,175313891,1370721,39759437,291795,214826209
(주)디아이씨,092200,2010/12,6901277,72728676,0,275698279,15598356,120900700,12114968,394035801
(주)디아이씨,092200,2011/12,44554286,111409265,7318715,397603188,52381965,177528921,7916003,528402290
(주)디아이씨,092200,2012/12,29531447,149777996,20129571,424232003,36166447,212863006,26139064,546804337
(주)디아이씨,092200,2013/12,24618356,136748278,24373091,431021443,32298356,220703029,24763199,553613090
(주)디아이씨,092200,2014/12,21429451,174371735,15804219,434517320,25923471,244873536,22668158,563512800
(주)디아이씨,092200,2015/12,29148971,168123046,15253591,450148181,38114780,243409121,17429488,585802945
(주)디아이씨,092200,2016/12,41216500,128837469,16421971,494590435,51974925,205162669,36622294,733802132
(주)디아이씨,092200,2017/12,23272448,192336580,26857330,538773509,61226278,298471869,29742691,829328476
(주)디아이씨,092200,2018/12,34117003,171655232,31893286,542793333,54288405,292694308,0,810320832
(주)디아이씨,092200,2019/12,12638084,180432110,25933463,502680802,33121511,295491878,42298316,779788534
(주)디아크,078590,2010/12,0,3000000,0,13267804,,,,
(주)디아크,078590,2011/12,0,2800000,0,14997453,,,,
(주)디아크,078590,2012/12,0,0,0,16765329,,,,
(주)디아크,078590,2013/12,0,2300000,0,15246905,,,,
(주)디아크,078590,2014/12,0,2300000,0,16708694,,,,
(주)디아크,078590,2015/12,0,0,0,18875607,,,,
(주)디아크,078590,2016/12,0,0,0,21553844,,,,
(주)디아크,078590,2017/12,0,0,0,27530067,,,,
(주)디아크,078590,2018/12,0,0,0,63709884,0,2510000,0,70085034
(주)디아크,078590,2019/12,0,0,0,64605288,0,0,0,71913569
(주)디알비동일,004840,2010/12,20000000,50000000,0,341858934,23632149,117587004,17414953,470098590
(주)디알비동일,004840,2011/12,0,59759400,20000000,393174353,5114832,137089649,26060562,522115419
(주)디알비동일,004840,2012/12,0,44000000,0,223432593,3953182,115606468,4309328,368994998
(주)디알비동일,004840,2013/12,1875000,39000000,2500000,254574210,3012704,147374458,6011500,567066429
(주)디알비동일,004840,2014/12,0,39000000,1875000,258996213,719488,150940598,5036020,617244613
(주)디알비동일,004840,2015/12,10000000,29000000,0,262548810,12170724,130402183,703876,639083096
(주)디알비동일,004840,2016/12,10000000,29000000,0,273155471,36755482,114993163,2410049,701206828
(주)디알비동일,004840,2017/12,0,39000000,0,272812298,12020015,103199449,26939678,677426447
(주)디알비동일,004840,2018/12,0,39000000,0,274239860,26200943,116458417,19311854,714235989
(주)디알비동일,004840,2019/12,10000000,29000000,0,278587627,31449063,115569716,24910504,745278927
(주)디알젬,263690,2018/12,1000000,202999,0,46674657,1000000,202999,0,46285007
(주)디알젬,263690,2019/12,0,5045212,1000000,63489548,0,5045212,1000000,63046253
(주)디알텍,214680,2015/12,,,,,,,,
(주)디알텍,214680,2016/12,0,4600534,0,38043113,0,4600534,0,37617822
(주)디알텍,214680,2017/12,0,1710785,0,43378522,0,1777630,0,43511933
(주)디알텍,214680,2018/12,0,3304073,0,49653053,0,3501013,0,49797948
(주)디알텍,214680,2019/12,0,5049828,0,71560870,0,5049828,0,70958295
(주)디앤씨미디어,263720,2017/12,0,0,0,35747220,,,,
(주)디앤씨미디어,263720,2018/12,0,0,0,43768673,0,363073,0,43639727
(주)디앤씨미디어,263720,2019/12,0,0,0,52879947,0,1924200,0,53449595
(주)디에스앤엘,141020,2013/12,1750000,8033934,250000,27306648,1750000,8033934,250000,28481699
(주)디에스앤엘,141020,2014/12,750000,7700000,1000000,34770399,777750,7903820,1066600,35400439
(주)디에스앤엘,141020,2015/12,0,3800000,750000,33000007,0,3800000,750000,32832038
(주)디에스앤엘,141020,2016/12,0,0,0,28400863,0,222190,0,28784785
(주)디에스앤엘,141020,2017/12,0,0,0,35474508,0,163666,0,35626995
(주)디에스앤엘,141020,2018/12,0,0,0,74234227,0,730204,0,77208383
(주)디에스앤엘,141020,2019/12,0,3226057,0,19012926,0,427814,0,72600826
(주)디에스케이,109740,2010/12,3426400,391600,0,38954849,3426400,391600,0,38954849
(주)디에스케이,109740,2011/12,2659800,766600,0,40686370,2659800,766600,0,40826431
(주)디에스케이,109740,2012/12,1768200,891600,0,36927565,1768200,1011948,0,36888452
(주)디에스케이,109740,2013/12,251600,391600,0,36221923,251600,460438,0,36090434
(주)디에스케이,109740,2014/12,0,251600,0,46067114,0,251600,0,46018793
(주)디에스케이,109740,2015/12,0,1000000,0,54519680,0,1000000,0,55047429
(주)디에스케이,109740,2016/12,0,1000000,0,112787890,3000000,1000000,0,179389785
(주)디에스케이,109740,2017/12,0,3500000,0,153376217,3000000,3581000,0,163321779
(주)디에스케이,109740,2018/12,0,3500000,0,144853007,0,3500000,2999000,164451241
(주)디에스케이,109740,2019/12,0,1000000,0,148458560,0,1000000,0,171897832
(주)디에이테크놀로지,196490,2014/12,300000,500000,200000,34498114,300000,500000,200000,34491956
(주)디에이테크놀로지,196490,2015/12,800000,4300000,0,46714476,800000,4300000,0,46798087
(주)디에이테크놀로지,196490,2016/12,5645000,500000,500000,73635301,5645000,500000,500000,73563751
(주)디에이테크놀로지,196490,2017/12,4602660,2500000,1242340,91963115,4602660,2500000,1242340,92144515
(주)디에이테크놀로지,196490,2018/12,3068440,2300000,2301560,157208549,3068440,2300000,2301560,157728816
(주)디에이테크놀로지,196490,2019/12,1534220,3935014,1534220,123800679,1534220,3935014,1534220,122217450
(주)디에이피,066900,2010/12,22613705,17600000,7689463,147886210,,,,
(주)디에이피,066900,2011/12,41473633,39975000,9339516,199470810,,,,
(주)디에이피,066900,2012/12,42773798,16140000,15689123,219424832,,,,
(주)디에이피,066900,2013/12,43181059,25211921,18355300,228830608,,,,
(주)디에이피,066900,2014/12,74778482,56110000,21303490,284054336,,,,
(주)디에이피,066900,2015/12,52889800,43708000,19125000,251564237,,,,
(주)디에이피,066900,2016/12,39377300,45228000,8625000,238950607,,,,
(주)디에이피,066900,2017/12,27556880,36148000,10000000,229912365,,,,
(주)디에이피,066900,2018/12,11700000,34108000,10000000,219431626,,,,
(주)디에이피,066900,2019/12,21500000,40730000,2500000,225787010,,,,
(주)디엔에이링크,127120,2011/12,0,3364975,0,20492074,,,,
(주)디엔에이링크,127120,2012/12,0,1713664,0,30033774,,,,
(주)디엔에이링크,127120,2013/12,0,844240,0,22407078,,,,
(주)디엔에이링크,127120,2014/12,0,0,0,20476534,,,,
(주)디엔에이링크,127120,2015/12,0,0,0,33861859,0,0,0,32729926
(주)디엔에이링크,127120,2016/12,0,1573140,0,24845576,0,1573140,0,25860316
(주)디엔에이링크,127120,2017/12,0,0,0,24992396,0,0,0,25067374
(주)디엔에이링크,127120,2018/12,729050,2050000,249960,34747561,729050,2050000,249960,35066550
(주)디엔에이링크,127120,2019/12,479090,2050000,249960,24516852,479090,2050000,249960,25900053
(주)디엔에프,092070,2010/12,17001430,6491888,0,51237955,,,,
(주)디엔에프,092070,2011/12,13550790,7772640,0,55141714,,,,
(주)디엔에프,092070,2012/12,11592945,8247700,5060236,68347769,,,,
(주)디엔에프,092070,2013/12,7949361,10191000,4798729,57790425,,,,
(주)디엔에프,092070,2014/12,3359646,7900000,4253940,67661039,,,,
(주)디엔에프,092070,2015/12,1822658,6000000,3036988,79447690,,,,
(주)디엔에프,092070,2016/12,10800000,5499994,1105998,93855379,,,,
(주)디엔에프,092070,2017/12,8333326,3500000,2466674,102224630,,,,
(주)디엔에프,092070,2018/12,9229998,6000000,3333332,115553080,,,,
(주)디엔에프,092070,2019/12,6666666,6000000,3333332,110119296,,,,
(주)디엔오토모티브,007340,2010/12,23039602,148662153,16323,653631316,23541685,172512865,16322,747482027
(주)디엔오토모티브,007340,2011/12,11644191,91899654,17811,598676699,11917524,145168349,17811,740062652
(주)디엔오토모티브,007340,2012/12,91444,31498710,0,576754932,224778,68765062,0,730588820
(주)디엔오토모티브,007340,2013/12,92506,44656389,13574,619850775,12212506,85857504,13574,798296716
(주)디엔오토모티브,007340,2014/12,0,24087911,0,618327464,10198422,151658544,3025560,971558345
(주)디엔오토모티브,007340,2015/12,0,19475903,0,641585975,7093886,151573463,2689218,1064506282
(주)디엔오토모티브,007340,2016/12,0,18985347,0,663744957,3580373,137543332,2113575,1115539571
(주)디엔오토모티브,007340,2017/12,0,2411000,0,289464247,4131495,84861927,3318431,778625093
(주)디엔오토모티브,007340,2018/12,0,3680166,0,357756951,3090278,127360523,4138979,870759626
(주)디엔오토모티브,007340,2019/12,0,3069286,0,360913696,1122231,110699623,4334311,911746199
(주)디엠에스,068790,2010/12,14383330,48557233,3199960,398708888,20959387,51541657,3199960,420409851
(주)디엠에스,068790,2011/12,32550000,102683087,1583330,378853702,38094519,105667511,2099099,391440928
(주)디엠에스,068790,2012/12,25970000,49179189,6580000,272082817,29213000,52163613,6580000,282264095
(주)디엠에스,068790,2013/12,32735000,45868750,13135000,275054652,32735000,52249684,13135000,274795973
(주)디엠에스,068790,2014/12,22275000,70600671,8760000,220374639,22275000,73585095,8760000,219824413
(주)디엠에스,068790,2015/12,1490000,51896770,20785000,259003996,1490000,56543816,20785000,232026296
(주)디엠에스,068790,2016/12,16330000,40000000,1160000,272128823,16330000,46147655,1160000,268333602
(주)디엠에스,068790,2017/12,16000000,64841927,330000,279263248,16000000,66980571,330000,298505200
(주)디엠에스,068790,2018/12,3000000,85675699,18400000,315609965,3000000,85675699,18400000,317314698
(주)디엠에스,068790,2019/12,600000,78340757,2400000,298807052,600000,78340757,2400000,302514624
(주)디오,039840,2010/12,0,455560,0,128428616,0,5104521,0,126884679
(주)디오,039840,2011/12,0,0,0,111209461,0,66891,0,109537364
(주)디오,039840,2012/12,0,49900,0,101620701,0,49900,0,102649079
(주)디오,039840,2013/12,0,2140000,0,104665584,487452,2140000,0,108103126
(주)디오,039840,2014/12,0,5417733,0,117123113,0,5456878,0,119379483
(주)디오,039840,2015/12,14625000,507897,0,119107829,14625000,510426,0,122341140
(주)디오,039840,2016/12,2547254,7000000,0,141500427,2547254,7000510,283028,150348958
(주)디오,039840,2017/12,12961118,14400000,0,168212064,12970046,14768650,1152048,175686046
(주)디오,039840,2018/12,16600000,20400000,1200000,199605860,16600000,21078321,1200000,225306865
(주)디오,039840,2019/12,7172000,37115981,12600000,240173065,9097284,37506980,12870153,273185095
(주)디와이디,219550,2015/12,,,,,,,,
(주)디와이디,219550,2016/12,,,,,,,,
(주)디와이디,219550,2017/12,0,0,0,44552922,,,,
(주)디와이디,219550,2018/12,0,0,0,32003160,,,,
(주)디와이디,219550,2019/12,0,0,0,50541095,0,0,0,52229060
(주)디이엔티,079810,2010/12,200000,0,400000,37477822,,,,
(주)디이엔티,079810,2011/12,0,0,200000,32536666,,,,
(주)디이엔티,079810,2012/12,0,0,0,31971403,,,,
