회사명,거래소코드,회계년도,총자본증가율(IFRS),총자본증가율(IFRS연결),유동자산증가율(IFRS),유동자산증가율(IFRS연결),매출액증가율(IFRS),매출액증가율(IFRS연결),유형자산증가율(IFRS),유형자산증가율(IFRS연결),재고자산증가율(IFRS),재고자산증가율(IFRS연결),자기자본증가율(IFRS),자기자본증가율(IFRS연결),순이익증가율(IFRS),순이익증가율(IFRS연결),정상영업이익증가율(IFRS),정상영업이익증가율(IFRS연결)
(주)CMG제약,58820,Dec-11,2.89,1.98,17.05,17.64,56.4,56.4,-6.44,-5.9,-1.43,-1.43,-0.62,-2.02,0,0,0,0
(주)CMG제약,58820,Dec-12,106.87,109.15,208.38,207.08,-8.43,-8.43,-4.02,-4.12,7.73,7.73,72.78,75.17,0,0,0,0
(주)CMG제약,58820,Dec-13,-1.8,-2.09,-18.73,-18.89,25.02,25.51,16.63,16.09,56.29,56.29,55.2,55.1,0,0,0,0
(주)CMG제약,58820,Dec-14,3.87,3.86,-25.87,-25.93,11.96,11.52,74.3,74.3,6.37,6.37,0.04,0.01,-48.84,-46.64,-45.78,-44.1
(주)CMG제약,58820,Dec-15,-2.64,-2.64,-7.15,-7.17,18.85,18.85,-5.37,-5.37,11.04,11.04,-4.47,-4.48,0,0,0,0
(주)CMG제약,58820,Dec-16,96.11,96.31,199.16,199.84,21.92,21.92,-5.14,-5.14,17.2,17.2,115.71,116.01,0,0,0,0
(주)CMG제약,58820,Dec-17,-1.27,-1.27,3.12,3.12,25.98,25.98,-4.28,-4.28,23.63,23.63,-3.13,-3.13,67.4,64.07,-9.95,-9.95
(주)CMG제약,58820,Dec-18,4.39,4.39,0.18,0.18,20.05,20.05,6.71,6.71,8.45,8.45,6.16,6.16,113.94,113.94,64.75,64.75
(주)CMG제약,58820,Dec-19,68.07,68.07,85.06,85.06,17.56,17.56,39.67,39.67,5.56,5.56,73.26,73.26,-49.69,-49.69,1.4,1.4
(주)DB하이텍,990,Dec-11,-13.18,-13.19,-10.98,-10.08,-9.96,-10.94,-7.91,-7.89,-3.28,-3.28,-22.61,-22.6,0,0,0,0
(주)DB하이텍,990,Dec-12,-2.95,-3.44,14.03,10.52,9.28,6.98,-9.66,-9.69,2.79,2.79,-5.88,-5.57,0,0,0,0
(주)DB하이텍,990,Dec-13,-8.67,-8.58,-26.7,-27.88,-15.44,-16.42,-7.18,-7.2,-8.69,-8.69,-28.14,-29.61,0,0,0,0
(주)DB하이텍,990,Dec-14,-4.53,-6.95,10.79,11.04,14.98,14.98,-6.94,-6.96,-4.42,-4.42,-31.01,-41.05,0,0,0,0
(주)DB하이텍,990,Dec-15,0.37,-0.02,35.62,36.42,17.42,17.42,-9.89,-9.91,20.64,20.64,104.01,110.48,0,0,174.49,174.29
(주)DB하이텍,990,Dec-16,0.07,0.22,9.01,9.23,15.98,15.98,2.73,2.73,-8.52,-8.52,31.26,34.58,-30.96,-30.29,38.12,37.98
(주)DB하이텍,990,Dec-17,-2.86,0.73,-4.29,-4.14,-12.08,-12.08,1.44,1.44,-1.74,-1.74,21.15,33.31,-15.45,24.71,-17.13,-16.95
(주)DB하이텍,990,Dec-18,7.48,7.3,9.06,8.4,-1.54,-1.54,7.56,7.56,-42.83,-42.83,22.88,22.51,27.8,-21.19,-20.7,-21.09
(주)DB하이텍,990,Dec-19,3.68,2.1,11.16,11.19,20.64,20.64,3.18,3.18,20.86,20.86,18.94,15.45,27.42,20.51,60.48,60.45
(주)ES큐브,50120,Dec-11,-5.43,0,-28.54,0,20.38,0,-11.82,0,-49.36,0,-6.99,0,0,0,0,0
(주)ES큐브,50120,Dec-12,-1.23,0,-16.79,0,5.94,0,-0.8,0,7.06,0,1.88,0,0,0,0,0
(주)ES큐브,50120,Dec-13,6.34,1.85,108.04,68.92,3.72,4.69,-34.47,-31.56,3.74,29.33,9.61,6.4,0,0,-66.38,0
(주)ES큐브,50120,Dec-14,-5.46,20.1,-33.95,20.49,-18.84,-24.13,-30,5.59,-37.85,-2.89,-5.69,0.17,0,0,50.09,0
(주)ES큐브,50120,Dec-15,4.92,-1.75,5.18,-10.89,-0.81,-5.19,-6.88,-14.4,50.14,11.49,8.84,1.85,0,0,627.37,0
(주)ES큐브,50120,Dec-16,121.67,89.08,92.07,23.57,-5.61,-18.65,683.64,258.91,5.77,9.8,55.62,68.52,383.86,3206.73,-0.47,0
(주)ES큐브,50120,Dec-17,0.37,0.69,3.16,0.3,6.57,4.25,60.62,64.55,-2.96,12.07,2.24,1.56,-93.02,-92.01,-8.03,4.05
(주)ES큐브,50120,Dec-18,3.46,6.17,-35.09,-11.71,-15.62,-5.55,44.96,30.79,37.25,10.67,-6.83,-6.15,0,-325.15,-68.14,-153.86
(주)ES큐브,50120,Dec-19,25.43,312.66,-16.37,696.75,-8.88,29.45,-2.8,14.02,-16.38,-17.2,-18.84,-18.89,0,0,-15.01,0
(주)HJ중공업,97230,Dec-11,-7.37,-6.49,-24.64,-13.26,-15.3,-8.72,-1.46,-1.53,10.98,23.47,-6.32,-4.59,0,0,-41.65,-9.82
(주)HJ중공업,97230,Dec-12,1.38,-6.42,10.82,-4.91,-14.48,-11.83,-5.88,-7.72,-11.12,-37.93,-0.61,-8.1,0,0,-51.91,-50.99
(주)HJ중공업,97230,Dec-13,-1.66,1.49,-19.43,22.63,-2.7,-0.78,-1.03,-3.21,199.78,168.88,-3.16,-4.44,0,0,0,0
(주)HJ중공업,97230,Dec-14,-6.33,-3.19,-4.68,-5.07,-6.66,-0.36,-4.99,-3.73,-6.1,8.98,-2.37,-3.88,0,0,0,0
(주)HJ중공업,97230,Dec-15,-15.2,-8.59,-12.67,-8.24,13.47,23.61,-3.15,1.18,57.04,33.26,-21.82,-12.99,0,0,0,0
(주)HJ중공업,97230,Dec-16,-15.45,-11.13,5.33,-2.36,-5.52,-9.7,-15.31,-12.12,-28.16,-22.77,-34.36,-34.57,0,0,0,0
(주)HJ중공업,97230,Dec-17,-15.54,-19.97,-18.66,-20.15,-9.91,-12.83,-36.97,-25.45,26.38,5.11,-37.69,-35.5,0,0,75.76,0
(주)HJ중공업,97230,Dec-18,-27.89,-35.02,-0.54,-9.15,0.78,-30.76,-2.52,-64.36,-20.74,-26.83,0,-222.45,0,0,0,0
(주)HJ중공업,97230,Dec-19,3.24,-9.64,-6.03,-24.43,-8.08,-4.07,-3.71,-3.7,-29.96,-29.94,0,0,0,0,0,35.93
(주)MH에탄올,23150,Dec-11,6.52,-0.49,-29.57,-0.67,-0.23,-18.64,-2.5,2.92,8.19,18.3,6,-8.46,-26.85,0,-24.99,-82.51
(주)MH에탄올,23150,Dec-12,2.41,0.13,-12.01,9.48,5.28,33.46,-2.13,-4.55,16.81,111.27,4.54,-6.76,-23.28,0,-5.64,803.71
(주)MH에탄올,23150,Dec-13,-11.98,-3.49,11.99,-13.66,1.78,4.07,-0.87,-1.99,14.86,-39.29,-19.75,17.05,0,1640.29,48.04,-44.79
(주)MH에탄올,23150,Dec-14,-30.42,-34.05,8.31,-33.46,5.8,-21.25,5.74,-48.75,14.64,-44.05,11.43,15.27,0,0,-9.36,190.55
(주)MH에탄올,23150,Dec-15,-7.7,-7.64,-22.34,-21.69,2.86,2.86,2.12,2.12,-48.43,-48.43,9.64,9.65,67.7,0,26.84,26.84
(주)MH에탄올,23150,Dec-16,-8.47,-8.43,-12.88,-12.41,-2.96,-2.96,1.48,1.48,53.72,53.72,9.88,9.84,5.04,4.71,7.06,7.05
(주)MH에탄올,23150,Dec-17,49.17,591.43,-3.8,330.09,-1.28,6.3,5.42,941.08,-0.65,1.27,2.28,3.63,-27.43,-17.16,-11.99,-31.65
(주)MH에탄올,23150,Dec-18,2.07,-12,0.82,-65.11,-2.75,40.05,2.96,0.34,16.86,16.57,5.83,-5.46,11.02,-108.83,-13.63,-84.87
(주)MH에탄올,23150,Dec-19,-7.84,2.57,-1.39,10.95,0.1,11.1,1.32,3.08,25.68,25.01,-13.14,-7.78,0,0,-13.29,537.44
(주)SH에너지화학,2360,Dec-11,8.37,9.51,17.75,29.29,14.9,14.99,1.07,1.39,83.05,83.05,4.81,2.97,0,0,0,0
(주)SH에너지화학,2360,Dec-12,0.11,-0.97,2.35,0.31,11.09,11.97,-1.53,-1.31,27.86,27.86,0.6,-0.29,-65.88,-81.28,-42.37,-47.6
(주)SH에너지화학,2360,Dec-13,7.31,6.56,18.48,16.91,19.74,19.57,-2.03,-2.2,-15.95,-15.95,7.54,7.81,348.43,1146.78,150.58,194.26
(주)SH에너지화학,2360,Dec-14,-0.81,0.23,-3.96,2.16,-1.22,-0.43,-2.74,-2.91,16.36,16.36,19.52,20.89,221.57,238.32,181.47,231.12
(주)SH에너지화학,2360,Dec-15,4.54,4.32,14.87,13.08,-5.77,-6.27,5.1,4.91,-17.86,-14.38,8.8,8.99,-18.82,-22.92,12.95,7.89
(주)SH에너지화학,2360,Dec-16,7.81,7.76,24.86,23.47,0.23,0.9,-2.64,-2.65,-5.39,-2.75,13.6,13.99,39.04,42.44,3.06,5.02
(주)SH에너지화학,2360,Dec-17,0.25,0.66,-0.56,4.01,-13.86,-13.87,-2.63,-2.2,71.85,72.7,2.56,3.22,-49.33,-46.61,-44.11,-41.16
(주)SH에너지화학,2360,Dec-18,-1.92,-2.3,-1.96,-2.1,-2.12,-2.4,-3.37,-3.39,12.37,11.35,-1.56,-1.92,-68.93,-75.89,-78.68,-85.19
(주)SH에너지화학,2360,Dec-19,0.19,0.8,-3.61,-2.57,-23.56,-23.28,10.74,10.49,-23.82,-24.72,-6.42,-5.94,0,-223.7,0,-249.05
(주)SIMPAC,9160,Dec-11,14.14,15.37,14.45,14.54,18.43,18.47,25.11,20.16,25.14,25.43,14.48,16.25,42.4,21.75,24.95,26.96
(주)SIMPAC,9160,Dec-12,3.51,2.5,-0.38,-0.08,4.67,4.64,2.36,1.45,-4.07,-4.22,14.12,11.2,6.23,-22.78,-7.57,-7.88
(주)SIMPAC,9160,Dec-13,13.82,13.59,-29.28,-28.88,-8.63,-8.7,0.14,-0.39,1.29,1.17,11.29,11.16,-14.75,3.93,-6.2,-6.32
(주)SIMPAC,9160,Dec-14,-5.86,5.51,10.8,33.34,11.23,27.9,9.85,129.79,24.57,58.76,3.03,4.71,-46.77,-28.56,-21.08,-26.52
(주)SIMPAC,9160,Dec-15,12.15,10.71,16.97,20.18,-6.3,2.42,7.42,6.84,53.18,38.05,7.94,6.1,90.33,14.79,26.12,22.48
(주)SIMPAC,9160,Dec-16,-0.84,-1.17,0.13,1.55,1.26,-0.91,-0.95,-1.26,-14.98,-18.23,4.03,3.62,-15.45,-1.54,-9.41,10.95
(주)SIMPAC,9160,Dec-17,-6.35,-8.78,-9.73,-14.77,-5.88,-13.64,-6.29,-3.38,-17.44,-14.59,-2.26,0.17,-56.62,-20.32,-34.73,-50.36
(주)SIMPAC,9160,Dec-18,83.19,78.86,118.93,106.23,32.35,32.74,122.03,106.96,202.86,180.33,83.71,80.64,774.43,436.6,-48.35,-12.89
(주)SIMPAC,9160,Dec-19,-3.13,-0.38,-17.9,-6.93,45.79,40.48,-2.12,-26.23,-32.66,-19.88,1.97,1.42,-81.55,-86.29,16.94,9.33
(주)SNT에너지,100840,Dec-11,8.9,,18.56,,-8.7,,0,,183.5,,-4.06,,0,,0,
(주)SNT에너지,100840,Dec-12,5.89,,11,,18.12,,-0.24,,12.87,,14.14,,0,,0,
(주)SNT에너지,100840,Dec-13,6.45,,12.29,,-12.98,,-1.57,,2.22,,8.11,,78.15,,11.05,
(주)SNT에너지,100840,Dec-14,-2.3,,-5.96,,20.92,,-0.25,,-0.26,,4.82,,-30.42,,-18.01,
(주)SNT에너지,100840,Dec-15,3.84,,7.96,,7.15,,-1.13,,-39.74,,11.4,,139.96,,146.18,
(주)SNT에너지,100840,Dec-16,10.07,,15.05,,-2.31,,-0.48,,-36.61,,-0.69,,-93.86,,-96.48,
(주)SNT에너지,100840,Dec-17,-13.73,,-18.34,,-27.55,,-1.12,,-65.71,,1.75,,176.05,,1506.66,
(주)SNT에너지,100840,Dec-18,-6.42,,-10.06,,-24.21,,-0.94,,144.89,,-1.09,,-60.16,,0,
(주)SNT에너지,100840,Dec-19,17.94,0,30.03,0,45.38,0,0.47,0,77.87,0,6.17,0,698.64,0,0,0
(주)SNT홀딩스,36530,Dec-11,-2.29,4.21,99.14,9.25,9.15,10.91,-20.29,1.6,0,13.58,-2.21,2.21,20.71,13.66,0,-0.27
(주)SNT홀딩스,36530,Dec-12,0.22,-2.35,-37,-4.13,286.13,0.29,-33.43,-0.49,0,2.08,0.2,7.44,56.27,-14.76,0,-28.89
(주)SNT홀딩스,36530,Dec-13,2.15,3.58,20.79,7.2,1.24,-5.54,-45.54,0.21,0,10.92,2.12,4.85,-11.02,-16.31,3.4,-1.04
(주)SNT홀딩스,36530,Dec-14,0.48,-5.11,-4.33,-7.08,-12.74,-1.52,38.13,-5.36,0,-8.75,0.51,4.62,-14.05,30.84,-13.83,-22.75
(주)SNT홀딩스,36530,Dec-15,7.85,6.37,112.49,14.66,10.04,3.89,-26.66,-0.54,0,-5.34,5.78,6.51,302.89,10.19,12.63,146.6
(주)SNT홀딩스,36530,Dec-16,-0.83,1.88,-2.59,5.66,15.85,-4.65,-35.54,-2.1,0,-11.86,1.13,0.43,-75.07,-91.61,19.05,-55.25
(주)SNT홀딩스,36530,Dec-17,-0.37,-2.9,0.8,-1.46,-24.45,-1.92,-44.2,-3.08,0,-8.88,-0.36,1.47,-39.73,146.91,-32.48,-16.11
(주)SNT홀딩스,36530,Dec-18,-0.62,-1.51,-8.83,-1.66,-1.7,-7.08,-85.48,-1.31,0,2.03,-0.6,9.82,49.03,303.74,-0.18,19.81
(주)SNT홀딩스,36530,Dec-19,-1.33,5.81,-64.56,8.43,51.07,7.91,1965.67,0.21,0,4.34,-1.33,16.33,48.67,127.87,66.76,73.82
(주)STX,11810,Dec-11,16.98,-14.09,6.64,-37.48,30.76,47.5,249.17,-43.6,20.78,-26.6,24.6,28.79,843.67,1.24,-14.85,162.45
(주)STX,11810,Dec-12,-2.28,-3.19,-13.71,3.76,-1.36,3.22,-4.4,27.63,-54.85,-42.09,-3.53,-34.6,0,0,-71.26,0
(주)STX,11810,Dec-13,-66.33,-73.5,-25.29,-46.53,-53.97,-60.24,-10.7,-79.37,-56.01,-48.48,0,-145.6,0,0,0,0
(주)STX,11810,Dec-14,-1.48,-6.52,13.74,12.6,-31.86,-33.27,-8.1,-49.85,211.07,120.72,0,0,0,0,0,0
(주)STX,11810,Dec-15,-1.2,0.97,-8.96,0.95,5.48,-0.23,-5.96,-5.9,-3.42,52.33,31.74,-22.76,0,0,0,0
(주)STX,11810,Dec-16,-40.65,-44.15,-33.44,-46.09,7.59,5.48,-42.66,-27.52,-2.57,-28.51,0,-556.99,0,0,0,0
(주)STX,11810,Dec-17,-17.09,-11.33,-20.71,-2.17,8.87,4.87,-3.79,-4.01,-26.06,-19.68,0,0,0,0,0,0
(주)STX,11810,Dec-18,-14.15,-11.71,-14.88,-11.12,-16.65,-16.68,-3.94,4.93,-13.76,-28.74,39.15,49.97,-98.51,-97.28,0,-133.55
(주)STX,11810,Dec-19,3.58,1.09,-1.8,-8.62,-6.92,-2.12,51.93,21.6,0.61,-8.22,-18.64,-11.47,0,-460.27,0,0
(주)TCC스틸,2710,Dec-11,11.29,9.56,7.73,5.46,10.88,11.61,3.71,4.88,23.11,16.95,1.2,0.1,-50.1,-67.08,-35.7,-41.84
(주)TCC스틸,2710,Dec-12,7.58,20.4,3.16,19.05,-3.58,-2.54,-4.95,70.34,-0.93,26.39,2.01,-0.29,-38.4,-96.47,-7.16,-48.05
(주)TCC스틸,2710,Dec-13,1.27,-0.6,-11.02,0.73,-4.79,-0.1,-0.42,8.84,-17.32,16.43,0.16,-9.16,-90.69,0,-28.5,0
(주)TCC스틸,2710,Dec-14,3.85,1.34,-5.93,5.99,-4.33,3.63,-3.53,-3.15,-5.75,6.11,0,-7.98,161.02,0,30.19,0
(주)TCC스틸,2710,Dec-15,-28.32,-31.69,43.15,2.98,-12.77,-4.47,-26.34,-52.61,-22.72,-60.62,-63.56,-54.43,0,0,34.06,4502.76
(주)TCC스틸,2710,Dec-16,-24.13,-24.84,-52,-49.71,-9.38,-10.36,-13.64,-9.97,-1.74,5.89,20.99,20.26,0,0,-8.78,-3.18
(주)TCC스틸,2710,Dec-17,-0.79,-1.49,5.06,-0.44,5.21,-11.94,4.14,-8.89,7.1,1.78,-3.24,-2.32,0,-90.98,-49.14,-47.19
(주)TCC스틸,2710,Dec-18,7.73,9.36,26.21,26.55,5.26,5.57,-5.13,-5.2,29.54,31.13,9.73,11.28,0,537.96,141.22,110.7
(주)TCC스틸,2710,Dec-19,0.79,3.09,-5.24,-2.09,-3.41,5.81,9.09,6.16,8.21,4.95,-0.86,4.11,-73.61,-48.34,-22.38,-24.73
(주)가비아,79940,Dec-11,8.47,22.76,-7.53,23.7,29.64,30.07,31.49,11.47,0,-53.95,12.83,20.26,5.39,9.94,-0.69,22.24
(주)가비아,79940,Dec-12,38.88,31.24,3.97,10.96,13.88,30.7,231.54,70.81,539.85,1619.44,28.26,28.11,75.88,46.89,-25,-6.86
(주)가비아,79940,Dec-13,0.69,7.02,7.77,16.92,5.26,2.34,-4.28,-2.08,-12.35,-62.32,11.74,16.43,-34,-10.69,2.91,-7.7
(주)가비아,79940,Dec-14,7.35,8.02,43.97,12.05,8.39,13.8,-1.85,0.14,0,0,9.55,9.56,-18.75,-41.1,13.71,19.18
(주)가비아,79940,Dec-15,2.99,6.63,16.9,24.61,10.34,13.95,-0.46,-0.49,0,0,11.33,12.25,39.37,62.73,31.31,35.39
(주)가비아,79940,Dec-16,6.08,19.71,-29.82,15.32,2.03,11.49,0.99,17.08,0,0,6.93,4.78,-17.36,-3.61,-12.14,10.57
(주)가비아,79940,Dec-17,6.25,6.03,23.53,9.75,5.94,13.74,-0.3,5.16,0,22.86,4.95,5.42,-29.64,-12.57,-20.23,1.3
(주)가비아,79940,Dec-18,6.66,13.54,21.65,18.07,5.41,10.76,9.23,8.04,0,18.31,4.55,12.64,10.79,54.56,29.27,43.08
(주)가비아,79940,Dec-19,19.69,32.01,-26.03,11.3,5.54,15.21,62.64,73.82,0,33.36,8.53,16.59,68.48,43.49,19.07,30.5
(주)강스템바이오텍,217730,Dec-15,0,,0,,0,,0,,0,,0,,0,,0,
(주)강스템바이오텍,217730,Dec-16,89.9,,100.92,,-43.23,,35.55,,74.02,,8.19,,0,,0,
(주)강스템바이오텍,217730,Dec-17,-6.18,0,-35.95,0,540.04,0,208.99,0,196.02,0,7.36,0,0,0,0,0
(주)강스템바이오텍,217730,Dec-18,48.7,55.08,81.24,94.06,-81.44,0.36,13.93,14.44,-70.9,11.21,94.36,94.25,0,0,0,0
(주)강스템바이오텍,217730,Dec-19,49.02,55.26,13.76,13.09,-71.82,-34.49,59.91,106.2,-93.16,-86.12,47.76,48.29,0,0,0,0
(주)강원랜드,35250,Dec-11,4.37,3.92,9.95,8.63,-3.79,-3.66,5.61,6.06,13.87,13.87,8.09,7.53,-9.45,-10.57,-11.17,-12.08
(주)강원랜드,35250,Dec-12,6.78,7.2,0.06,0.14,2.31,2.41,2.46,3.46,-46.54,-46.54,4.61,5.08,-24.63,-19.66,-16.82,-17.13
(주)강원랜드,35250,Dec-13,6.52,6.72,-7.55,-7.3,4.95,5.02,-0.53,2.07,24.38,24.38,5.91,6.13,-1.14,-2.82,-4.37,-4.16
(주)강원랜드,35250,Dec-14,8.86,8.8,30.65,26.97,9.98,9.94,-3.18,0.13,-19.31,-19.31,7.62,7.46,24.11,20.75,32.05,32.25
(주)강원랜드,35250,Dec-15,9.1,9.35,28.64,27.6,9.29,9.17,-2.43,-2.45,34.59,34.59,10.36,10.81,18.32,22.9,14.74,16.02
(주)강원랜드,35250,Dec-16,7.81,7.81,3.62,3.38,3.9,3.84,0.04,-2.8,-19.25,-19.25,8.52,8.51,5.7,2.93,3.48,3.9
(주)강원랜드,35250,Dec-17,5.19,5.19,19.83,19.61,-5.41,-5.43,-0.06,-1.35,-0.76,-0.76,7.63,7.64,-3.93,-3.73,-14.25,-14.18
(주)강원랜드,35250,Dec-18,1.13,1.09,-18.85,-18.72,-10.41,-10.37,3.64,1.24,-12.01,-11.6,2.45,2.45,-31.98,-32.06,-18.84,-18.87
(주)강원랜드,35250,Dec-19,4.89,4.89,6.79,6.77,5.68,5.7,4.21,4.3,217.54,216.55,3.68,3.65,12.88,12.56,15.61,16.36
(주)강원에너지,114190,Nov-11,87.32,,102.88,,64.02,,23.55,,439.86,,27.16,,235.2,,270.35,
(주)강원에너지,114190,Dec-12,0,,0,,0,,0,,0,,0,,0,,0,
(주)강원에너지,114190,Dec-13,-18.84,,-23.52,,-52.42,,8.4,,-45.21,,27.06,,-56.3,,-72.15,
(주)강원에너지,114190,Dec-14,-7.46,,-20.72,,1.62,,108.97,,-16.77,,9.96,,-71.36,,-49.72,
(주)강원에너지,114190,Dec-15,20.74,0,20.38,0,-5.11,0,-2.92,0,-28.95,0,8.79,0,-21.14,0,-46,0
(주)강원에너지,114190,Dec-16,-12.46,-9.68,-15.09,-14.64,-9.02,-8.45,-2.28,15.13,-72.83,-72.83,-2.07,-2.65,0,-1190.24,0,-393.2
(주)강원에너지,114190,Dec-17,23.9,20.72,33.43,26.72,86.99,93.99,-2.61,4.06,7.8,7.8,-12.33,-12.43,0,0,0,0
(주)강원에너지,114190,Dec-18,2.09,0.71,5.32,3.66,3.36,4.72,-4.22,-4.03,50.46,50.46,4.6,4.7,0,0,0,0
(주)강원에너지,114190,Dec-19,-38.51,-39.69,-56.71,-56.71,-50.47,-50.47,2.67,-29.68,-78.15,-78.15,-53.53,-56.25,0,-1763.05,0,-5132.09
(주)갤럭시아에스엠,11420,Dec-11,13.72,0,35.03,0,-25.23,0,-37.12,0,0,0,8.59,0,128.39,0,138,0
(주)갤럭시아에스엠,11420,Dec-12,-1.33,0,25.07,0,17.12,0,-7.45,0,0,0,2.5,0,-92.54,0,-68.96,0
(주)갤럭시아에스엠,11420,Dec-13,-14.96,-14.42,-27.63,-19.61,-17.37,-15.64,5.67,-8.69,0,237.05,-10.66,-12.13,0,0,-59.2,-63.98
(주)갤럭시아에스엠,11420,Dec-14,18.65,20.29,39.73,34.39,6.87,-5.49,-34.09,-1.22,0,302.64,4.14,7.97,0,0,0,0
(주)갤럭시아에스엠,11420,Dec-15,65.8,51.71,84.76,66.12,62.85,42.35,152.09,-4.9,0,-97.78,116.5,114.34,0,0,0,0
(주)갤럭시아에스엠,11420,Dec-16,-16.92,-14.91,-17.22,-14.62,-15.1,-15.76,9.21,-10.91,0,0,-11.48,-9.84,0,-183.84,0,-276.76
(주)갤럭시아에스엠,11420,Dec-17,-12.3,-14.74,-23.83,-24.2,-19.16,-29.16,-25.55,-85.93,0,0,-9.71,-9.71,0,0,0,0
(주)갤럭시아에스엠,11420,Dec-18,-31.91,-33.27,-43.9,-50.43,-40.33,-40.83,-27.82,-30.89,0,0,-33.82,-34.63,0,0,0,0
(주)갤럭시아에스엠,11420,Dec-19,-15.29,-15.07,-4.7,-4.26,30.42,30.25,103.49,103.49,0,0,-18.65,-17.65,0,0,0,0
(주)경농,2100,Dec-11,-11.09,0,-23.68,0,-15.6,0,-2.93,0,-1.88,0,-1.57,0,-66.75,0,-42.73,0
(주)경농,2100,Dec-12,15.12,0,3.58,0,8.53,0,9.17,0,-0.43,0,3.76,0,108.93,0,70.38,0
(주)경농,2100,Dec-13,5.66,-4.98,1.71,-9.11,6.27,43.36,7.05,8.71,0.8,-3.63,7.39,6.67,108.68,23.73,17.23,47.54
(주)경농,2100,Dec-14,7.39,11.19,1.85,7.81,-3.18,-4.01,10.27,17.21,-0.43,-0.56,3.87,2.85,-32.58,-44.35,-14.42,-21.99
(주)경농,2100,Dec-15,14.83,11.14,20.25,15.42,2.08,4.21,0.2,2.9,20.49,17.43,2.4,3.02,-30.01,-10.12,-35.02,-17.35
(주)경농,2100,Dec-16,0.57,1.45,2.27,-3.18,4.07,3.85,0.2,9.13,5.99,0.37,2.12,2.98,-11.06,-3.58,-20.79,-24.3
(주)경농,2100,Dec-17,0.88,4.66,1.17,4.73,-0.02,1.25,0.15,5.31,2.73,3.3,3.53,3.31,99.95,55.69,25.65,-7.86
(주)경농,2100,Dec-18,5.97,6.37,8.4,4,2.12,2.96,11.04,1.7,-0.29,1.06,2.25,3.42,-16.69,-45.49,67.19,74.84
(주)경농,2100,Dec-19,4.27,3.81,11.59,8.85,3.51,6.99,-5.44,-2.24,10.94,10.54,2.05,0.56,-26.54,-18.01,-22.6,-41.16
(주)경동나비엔,9450,Dec-11,11.16,10.31,11.9,9.25,14.37,11.09,8.93,8.79,24.71,30.81,4.76,4.66,58.65,20.56,54.01,11.68
(주)경동나비엔,9450,Dec-12,13.48,13.87,12.05,12.24,7.25,11.07,20.35,16.2,-18.6,-2.07,6.24,4.68,-2.44,-2.36,-7.87,12.11
(주)경동나비엔,9450,Dec-13,18.4,18.37,-14.85,-7.79,8.87,9.28,72.9,53.62,10.4,20.49,6.11,6.55,0.4,20.9,27.65,42.08
(주)경동나비엔,9450,Dec-14,9.82,13.21,27.85,19.33,2.9,3.58,-10.51,3.55,9.48,16.45,4.02,1.4,-1.83,-17.41,8.66,-31.94
(주)경동나비엔,9450,Dec-15,-1.88,0.11,-3.21,-1.06,17.24,19.36,0.82,2.16,-4.21,4.38,10.25,8.48,112.73,80.96,29.36,79.9
(주)경동나비엔,9450,Dec-16,7.02,6.88,12.38,10.85,12.89,13.91,3.15,4.42,4.82,3.22,13.49,15.78,48.21,122.2,75.83,89.21
(주)경동나비엔,9450,Dec-17,12.59,17.21,20.51,31.62,12.59,17.39,3.85,8.95,38.63,22.64,5.63,8.66,-43.11,-28.44,-12.45,4.2
(주)경동나비엔,9450,Dec-18,12.55,15.86,19.12,24.3,8.47,6.15,9.64,12.18,31.42,35.95,8.25,9.11,40.06,-6.3,-8.38,-14.56
(주)경동나비엔,9450,Dec-19,4.79,4.49,2.22,-4.43,6.04,6.54,5.2,11.97,-11.52,-7.95,5.91,7.48,-10.27,12.51,33.63,9.86
(주)경동도시가스,267290,Dec-17,,,,,,,,,,,,,,,,
(주)경동도시가스,267290,Dec-18,0,9.57,0,17.88,0,84.33,0,1.23,0,16.96,0,8.92,0,91.84,0,96.9
(주)경동도시가스,267290,Dec-19,-3.66,-3.63,-11.15,-11.05,-11.45,-11.44,1.65,1.64,2.6,2.6,5.94,5.98,-28.33,-28.03,-35.66,-34.23
(주)경동인베스트,12320,Dec-11,24.45,22.21,36.63,36.91,40.11,35.8,6.28,8.69,-7.82,-35.34,13.05,7.47,20.57,-30.11,18.69,-20.78
(주)경동인베스트,12320,Dec-12,24.14,20.81,33.62,33.36,33.09,35.45,5.37,-0.03,28.06,229.89,13.56,9.54,13.71,41.44,-7.96,39.16
(주)경동인베스트,12320,Dec-13,-0.6,-0.41,-3.85,-4.41,10.83,11.41,4.96,6.8,-29.23,-33.64,10.22,11.76,-18.74,15.8,-9.35,1.29
(주)경동인베스트,12320,Dec-14,-5.2,9.61,-12.81,-1.49,-9.93,-6.64,2.02,35.24,33.59,34.64,8.51,12.29,-3.06,47.04,-18.96,-5.16
(주)경동인베스트,12320,Dec-15,-15.86,-11.58,-27.19,-25.41,-43.63,-38.37,5.96,9.7,-5.51,-54.6,-2.19,-3.86,0,0,-51.38,0
(주)경동인베스트,12320,Dec-16,-2.44,-3.57,-14.1,-10.98,-24.51,-26.32,1.05,2.47,6.06,31.18,1.41,1.71,0,0,27.97,0
