회사명,거래소코드,회계년도,투자활동으로 인한 현금흐름(*)(IFRS)(천원),투자활동 현금흐름 감소율(개별),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),투자활동 현금흐름 감소율(연결)
(주)앱코,129890,Dec-16,,,,
(주)앱코,129890,Dec-17,,,,
(주)앱코,129890,Dec-18,,,,
(주)앱코,129890,Dec-19,-10973869,,-10976394,
(주)야스,255440,Dec-11,1855992,,,
(주)야스,255440,Dec-12,-4559495,,,
(주)야스,255440,Dec-13,-16586473,,,
(주)야스,255440,Dec-14,-2119544,,,
(주)야스,255440,Dec-15,1218346,,,
(주)야스,255440,Dec-16,-9759399,,,
(주)야스,255440,Dec-17,-55617081,,-55218381,
(주)야스,255440,Dec-18,-31668782,,-33735001,
(주)야스,255440,Dec-19,-24492847,,-24787264,
(주)양지사,30960,Jun-11,-13229638,,,
(주)양지사,30960,Jun-12,-4805601,,,
(주)양지사,30960,Jun-13,-851122,,,
(주)양지사,30960,Jun-14,-795516,,,
(주)양지사,30960,Jun-15,-710328,,,
(주)양지사,30960,Jun-16,2824604,,,
(주)양지사,30960,Jun-17,-2523816,,,
(주)양지사,30960,Jun-18,-3921040,,,
(주)양지사,30960,Jun-19,-3623759,,,
(주)어스앤에어로스페이스,263540,Dec-12,,,,
(주)어스앤에어로스페이스,263540,Dec-13,,,,
(주)어스앤에어로스페이스,263540,Dec-14,,,,
(주)어스앤에어로스페이스,263540,Dec-15,-6297219,,,
(주)어스앤에어로스페이스,263540,Dec-16,-2137230,,,
(주)어스앤에어로스페이스,263540,Dec-17,-12871302,,,
(주)어스앤에어로스페이스,263540,Dec-18,-6614179,,,
(주)어스앤에어로스페이스,263540,Dec-19,-1492826,,,
(주)얼라인드제네틱스,238120,Dec-15,505515,,500623,
(주)얼라인드제네틱스,238120,Dec-16,-12994147,,-12817169,
(주)얼라인드제네틱스,238120,Dec-17,-1858214,,-1082524,
(주)얼라인드제네틱스,238120,Dec-18,-3105685,,-2918864,
(주)얼라인드제네틱스,238120,Dec-19,1535913,,1534250,
(주)에너토크,19990,Dec-11,-3883472,,,
(주)에너토크,19990,Dec-12,-3127477,,,
(주)에너토크,19990,Dec-13,-1647155,,,
(주)에너토크,19990,Dec-14,-1279032,,,
(주)에너토크,19990,Dec-15,-2286363,,,
(주)에너토크,19990,Dec-16,-10180792,,-9431316,
(주)에너토크,19990,Dec-17,-3270896,,-3058321,
(주)에너토크,19990,Dec-18,-3364713,,-3275484,
(주)에너토크,19990,Dec-19,111592,,496177,
(주)에넥스,11090,Dec-11,-5360022,,-4353391,
(주)에넥스,11090,Dec-12,6853347,,7056298,
(주)에넥스,11090,Dec-13,-2046966,,2397424,
(주)에넥스,11090,Dec-14,-1894126,,-1364474,
(주)에넥스,11090,Dec-15,-4171540,,-4328315,
(주)에넥스,11090,Dec-16,-4668998,,-5768572,
(주)에넥스,11090,Dec-17,-4082248,,-3134574,
(주)에넥스,11090,Dec-18,-4273571,,-4447493,
(주)에넥스,11090,Dec-19,-2121128,,-2236333,
(주)에스디생명공학,217480,Dec-15,-23397472,,-22338303,
(주)에스디생명공학,217480,Dec-16,-14044367,,-9891315,
(주)에스디생명공학,217480,Dec-17,-43231656,,-34441114,
(주)에스디생명공학,217480,Dec-18,-5765748,,2155039,
(주)에스디생명공학,217480,Dec-19,-11060597,,-7533353,
(주)에스디시스템,121890,Dec-11,-2920309,,,
(주)에스디시스템,121890,Dec-12,3510428,,,
(주)에스디시스템,121890,Dec-13,405424,,,
(주)에스디시스템,121890,Dec-14,798622,,,
(주)에스디시스템,121890,Dec-15,-1276970,,,
(주)에스디시스템,121890,Dec-16,-644026,,,
(주)에스디시스템,121890,Dec-17,-1586849,,,
(주)에스디시스템,121890,Dec-18,-1823543,,,
(주)에스디시스템,121890,Dec-19,219157,,,
(주)에스비에스,34120,Dec-11,-102402449,,-100734049,
(주)에스비에스,34120,Dec-12,30139093,,33657737,
(주)에스비에스,34120,Dec-13,-21328037,,-20671795,
(주)에스비에스,34120,Dec-14,-68406436,,-61958553,
(주)에스비에스,34120,Dec-15,-100353589,,-99984154,
(주)에스비에스,34120,Dec-16,-27408234,,-24694990,
(주)에스비에스,34120,Dec-17,-125000476,,-115802057,
(주)에스비에스,34120,Dec-18,-4013997,,-5928717,
(주)에스비에스,34120,Dec-19,-94049845,,13912450,
(주)에스비에스콘텐츠허브,46140,Dec-11,-30933158,,-30993158,
(주)에스비에스콘텐츠허브,46140,Dec-12,-7207913,,-7171292,
(주)에스비에스콘텐츠허브,46140,Dec-13,-1332588,,-1362588,
(주)에스비에스콘텐츠허브,46140,Dec-14,-13931721,,-13914818,
(주)에스비에스콘텐츠허브,46140,Dec-15,-8910437,,-8435358,
(주)에스비에스콘텐츠허브,46140,Dec-16,-17647802,,-18615109,
(주)에스비에스콘텐츠허브,46140,Dec-17,-10106323,,-192123,
(주)에스비에스콘텐츠허브,46140,Dec-18,18940922,,18411051,
(주)에스비에스콘텐츠허브,46140,Dec-19,22278617,,21092308,
(주)에스씨디,42110,Dec-11,2948476,,,
(주)에스씨디,42110,Dec-12,-8763210,,,
(주)에스씨디,42110,Dec-13,-9270320,,,
(주)에스씨디,42110,Dec-14,14900662,,,
(주)에스씨디,42110,Dec-15,-44549542,,-44872693,
(주)에스씨디,42110,Dec-16,-10863970,,-10886242,
(주)에스씨디,42110,Dec-17,9772249,,9701492,
(주)에스씨디,42110,Dec-18,8447242,,8152249,
(주)에스씨디,42110,Dec-19,23698493,,21682512,
(주)에스아이리소스,65420,Dec-11,11032582,,10118746,
(주)에스아이리소스,65420,Dec-12,259954,,-7285673,
(주)에스아이리소스,65420,Dec-13,-613487,,-3152688,
(주)에스아이리소스,65420,Dec-14,-1247110,,-2326238,
(주)에스아이리소스,65420,Dec-15,8149343,,7234937,
(주)에스아이리소스,65420,Dec-16,-7064007,,-8072091,
(주)에스아이리소스,65420,Dec-17,358545,,-1434007,
(주)에스아이리소스,65420,Dec-18,-1730443,,-2920283,
(주)에스아이리소스,65420,Dec-19,1434058,,,
(주)에스앤더블류,103230,Dec-11,-2973520,,,
(주)에스앤더블류,103230,Dec-12,-3012027,,,
(주)에스앤더블류,103230,Dec-13,-2189115,,,
(주)에스앤더블류,103230,Dec-14,-2935360,,,
(주)에스앤더블류,103230,Dec-15,8089614,,,
(주)에스앤더블류,103230,Dec-16,-5029441,,,
(주)에스앤더블류,103230,Dec-17,170367,,,
(주)에스앤더블류,103230,Dec-18,5760891,,,
(주)에스앤더블류,103230,Dec-19,-499967,,,
(주)에스앤디,260970,Dec-11,,,,
(주)에스앤디,260970,Dec-12,,,,
(주)에스앤디,260970,Dec-13,,,,
(주)에스앤디,260970,Dec-14,,,,
(주)에스앤디,260970,Dec-15,,,,
(주)에스앤디,260970,Dec-16,,,,
(주)에스앤디,260970,Dec-17,,,,
(주)에스앤디,260970,Dec-18,,,,
(주)에스앤디,260970,Dec-19,,,,
(주)에스앤에스텍,101490,Dec-11,-28945387,,-43962760,
(주)에스앤에스텍,101490,Dec-12,-227723,,-2766486,
(주)에스앤에스텍,101490,Dec-13,-15466037,,-18072884,
(주)에스앤에스텍,101490,Dec-14,-1116119,,-2560849,
(주)에스앤에스텍,101490,Dec-15,-4836559,,,
(주)에스앤에스텍,101490,Dec-16,-37034323,,,
(주)에스앤에스텍,101490,Dec-17,-9113808,,,
(주)에스앤에스텍,101490,Dec-18,-6132524,,,
(주)에스앤에스텍,101490,Dec-19,-5395607,,,
(주)에스에너지,95910,Dec-11,-18946238,,-22097068,
(주)에스에너지,95910,Dec-12,507751,,831920,
(주)에스에너지,95910,Dec-13,-14207973,,-17062149,
(주)에스에너지,95910,Dec-14,-9738848,,-11879781,
(주)에스에너지,95910,Dec-15,-20066646,,-21865964,
(주)에스에너지,95910,Dec-16,-7101869,,-13005735,
(주)에스에너지,95910,Dec-17,-12457064,,-9994023,
(주)에스에너지,95910,Dec-18,1813244,,-16181120,
(주)에스에너지,95910,Dec-19,-770897,,9892961,
(주)에스에스알,275630,Dec-17,-838246,,,
(주)에스에스알,275630,Dec-18,-10239943,,,
(주)에스에스알,275630,Dec-19,-160810,,,
(주)에스에이엠티,31330,Dec-11,-16404447,,-13055141,
(주)에스에이엠티,31330,Dec-12,7118609,,10251185,
(주)에스에이엠티,31330,Dec-13,2104630,,2104630,
(주)에스에이엠티,31330,Dec-14,-1298916,,-1298916,
(주)에스에이엠티,31330,Dec-15,-4082955,,-4308821,
(주)에스에이엠티,31330,Dec-16,-4213458,,-4067026,
(주)에스에이엠티,31330,Dec-17,12254640,,3499427,
(주)에스에이엠티,31330,Dec-18,-6717154,,1352085,
(주)에스에이엠티,31330,Dec-19,-7808726,,-7382145,
(주)에스에이티,60540,Dec-11,-3379866,,-9212962,
(주)에스에이티,60540,Dec-12,6660592,,10225151,
(주)에스에이티,60540,Dec-13,-7918507,,-6976590,
(주)에스에이티,60540,Dec-14,-1101672,,1461903,
(주)에스에이티,60540,Dec-15,-3803427,,-1564342,
(주)에스에이티,60540,Dec-16,-384930,,-5261041,
(주)에스에이티,60540,Dec-17,-6978269,,-2309132,
(주)에스에이티,60540,Dec-18,1539115,,-12612378,
(주)에스에이티,60540,Dec-19,-5169837,,-9769582,
(주)에스에프에이,56190,Dec-11,-96323855,,-98123215,
(주)에스에프에이,56190,Dec-12,-39274101,,-51377385,
(주)에스에프에이,56190,Dec-13,-47657669,,-38401933,
(주)에스에프에이,56190,Dec-14,235242412,,238373257,
(주)에스에프에이,56190,Dec-15,-219375383,,-100567340,
(주)에스에프에이,56190,Dec-16,-87813340,,-76961577,
(주)에스에프에이,56190,Dec-17,33113089,,-52867692,
(주)에스에프에이,56190,Dec-18,-107678696,,-162564055,
(주)에스에프에이,56190,Dec-19,-31659312,,-77951033,
(주)에스에프에이반도체,36540,Dec-11,-132064241,,-172903835,
(주)에스에프에이반도체,36540,Dec-12,-91126319,,-127879592,
(주)에스에프에이반도체,36540,Dec-13,-67414720,,-77314351,
(주)에스에프에이반도체,36540,Dec-14,-111920115,,-131521968,
(주)에스에프에이반도체,36540,Dec-15,-72992287,,-65320807,
(주)에스에프에이반도체,36540,Dec-16,-15056739,,-5203278,
(주)에스에프에이반도체,36540,Dec-17,-42732553,,-88611223,
(주)에스에프에이반도체,36540,Dec-18,-68084796,,-39056746,
(주)에스에프에이반도체,36540,Dec-19,-34813129,,-44473475,
(주)에스엘바이오닉스,214310,Dec-12,,,,
(주)에스엘바이오닉스,214310,Dec-13,-5083261,,,
(주)에스엘바이오닉스,214310,Dec-14,-14737098,,,
(주)에스엘바이오닉스,214310,Dec-15,-16924599,,-16924599,
(주)에스엘바이오닉스,214310,Dec-16,-28181524,,-20934591,
(주)에스엘바이오닉스,214310,Dec-17,-4424422,,-14384953,
(주)에스엘바이오닉스,214310,Dec-18,-20550275,,-11653542,
(주)에스엘바이오닉스,214310,Dec-19,-11476137,,-13342360,
(주)에스엠라이프디자인그룹,63440,Dec-11,-2843774,,,
(주)에스엠라이프디자인그룹,63440,Dec-12,-477024,,,
(주)에스엠라이프디자인그룹,63440,Dec-13,-8188484,,-4542176,
(주)에스엠라이프디자인그룹,63440,Dec-14,5540051,,10115904,
(주)에스엠라이프디자인그룹,63440,Dec-15,-5600708,,-341953,
(주)에스엠라이프디자인그룹,63440,Dec-16,-18463355,,-19191444,
(주)에스엠라이프디자인그룹,63440,Dec-17,-2795870,,-661236,
(주)에스엠라이프디자인그룹,63440,Dec-18,-13827296,,-14337955,
(주)에스엠라이프디자인그룹,63440,Dec-19,-1971987,,-325433,
(주)에스엠벡셀,10580,Dec-11,-2956716,,,
(주)에스엠벡셀,10580,Dec-12,5041259,,,
(주)에스엠벡셀,10580,Dec-13,-6579787,,,
(주)에스엠벡셀,10580,Dec-14,-5694212,,,
(주)에스엠벡셀,10580,Dec-15,754591,,,
(주)에스엠벡셀,10580,Dec-16,-274480,,,
(주)에스엠벡셀,10580,Dec-17,-1206356,,,
(주)에스엠벡셀,10580,Dec-18,-11495071,,,
(주)에스엠벡셀,10580,Dec-19,-12530378,,,
(주)에스엠엔터테인먼트,41510,Dec-11,-20485608,,-16991655,
(주)에스엠엔터테인먼트,41510,Dec-12,-73440955,,-49931985,
(주)에스엠엔터테인먼트,41510,Dec-13,-9330288,,-22265265,
(주)에스엠엔터테인먼트,41510,Dec-14,4730418,,-7594989,
(주)에스엠엔터테인먼트,41510,Dec-15,-67221385,,-68153392,
(주)에스엠엔터테인먼트,41510,Dec-16,-23147841,,-38403590,
(주)에스엠엔터테인먼트,41510,Dec-17,-77286731,,-110556517,
(주)에스엠엔터테인먼트,41510,Dec-18,-106899484,,-127020718,
(주)에스엠엔터테인먼트,41510,Dec-19,-15044443,,-52933785,
(주)에스엠컬처앤콘텐츠,48550,Dec-11,2314068,,710970,
(주)에스엠컬처앤콘텐츠,48550,Dec-12,-14754872,,-14382485,
(주)에스엠컬처앤콘텐츠,48550,Dec-13,-4267575,,-3339790,
(주)에스엠컬처앤콘텐츠,48550,Dec-14,-9300136,,-8804807,
(주)에스엠컬처앤콘텐츠,48550,Dec-15,-1120054,,-819269,
(주)에스엠컬처앤콘텐츠,48550,Dec-16,6158080,,5381252,
(주)에스엠컬처앤콘텐츠,48550,Dec-17,-25216650,,-72281227,
(주)에스엠컬처앤콘텐츠,48550,Dec-18,-29655512,,-29854641,
(주)에스엠컬처앤콘텐츠,48550,Dec-19,-9146072,,-9141072,
(주)에스엠코어,7820,Dec-11,-8333844,,-8373355,
(주)에스엠코어,7820,Dec-12,-3348410,,-3357610,
(주)에스엠코어,7820,Dec-13,-3935259,,-3919465,
(주)에스엠코어,7820,Dec-14,-869279,,-866943,
(주)에스엠코어,7820,Dec-15,-1365733,,-1035191,
(주)에스엠코어,7820,Dec-16,-157711,,-2766,
(주)에스엠코어,7820,Dec-17,-11227902,,-10926201,
(주)에스엠코어,7820,Dec-18,2913854,,2298311,
(주)에스엠코어,7820,Dec-19,-4410084,,-4410084,
(주)에스원,12750,Dec-11,-165390814,,-172255513,
(주)에스원,12750,Dec-12,-95583508,,-112388313,
(주)에스원,12750,Dec-13,-97154501,,-106667051,
(주)에스원,12750,Dec-14,-436912403,,-454554214,
(주)에스원,12750,Dec-15,-23649451,,-32410144,
(주)에스원,12750,Dec-16,-212019248,,-213542767,
(주)에스원,12750,Dec-17,-225720474,,-224714172,
(주)에스원,12750,Dec-18,-174570152,,-176158462,
(주)에스원,12750,Dec-19,-127061903,,-123591645,
(주)에스제이그룹,306040,Dec-16,,,,
(주)에스제이그룹,306040,Dec-17,,,,
(주)에스제이그룹,306040,Dec-18,-5799282,,-4409467,
(주)에스제이그룹,306040,Dec-19,-17098998,,-16359284,
(주)에스제이엠,123700,Dec-11,-997827,,-2646191,
(주)에스제이엠,123700,Dec-12,-2156446,,-8457718,
(주)에스제이엠,123700,Dec-13,-11170345,,-17314255,
(주)에스제이엠,123700,Dec-14,1007929,,-1613911,
(주)에스제이엠,123700,Dec-15,3300711,,-7965536,
(주)에스제이엠,123700,Dec-16,-11412336,,-15547193,
(주)에스제이엠,123700,Dec-17,211710,,226258,
(주)에스제이엠,123700,Dec-18,-2885705,,-10075705,
(주)에스제이엠,123700,Dec-19,-11736047,,-16893734,
(주)에스제이엠홀딩스,25530,Dec-11,-11429887,,-4715660,
(주)에스제이엠홀딩스,25530,Dec-12,-1269863,,-3758197,
(주)에스제이엠홀딩스,25530,Dec-13,-500610,,-26237329,
(주)에스제이엠홀딩스,25530,Dec-14,-6454463,,-6970037,
(주)에스제이엠홀딩스,25530,Dec-15,-12330612,,-18561363,
(주)에스제이엠홀딩스,25530,Dec-16,225656,,-19382412,
(주)에스제이엠홀딩스,25530,Dec-17,2601720,,2329253,
(주)에스제이엠홀딩스,25530,Dec-18,-296377,,-11006155,
(주)에스제이엠홀딩스,25530,Dec-19,2447991,,-13804917,
(주)에스지글로벌,1380,Dec-11,-763372,,-3179131,
(주)에스지글로벌,1380,Dec-12,-1073528,,-396243,
(주)에스지글로벌,1380,Dec-13,1266805,,-999295,
(주)에스지글로벌,1380,Dec-14,-1633237,,-2075177,
(주)에스지글로벌,1380,Dec-15,-1264388,,-4477383,
(주)에스지글로벌,1380,Dec-16,662805,,501647,
(주)에스지글로벌,1380,Dec-17,5984576,,8772851,
(주)에스지글로벌,1380,Dec-18,-2386527,,-386872,
(주)에스지글로벌,1380,Dec-19,-3558612,,-6142354,
(주)에스지세계물산,4060,Dec-11,8397306,,4795498,
(주)에스지세계물산,4060,Dec-12,-7233062,,-5136679,
(주)에스지세계물산,4060,Dec-13,1792500,,4682815,
(주)에스지세계물산,4060,Dec-14,-4408484,,-6117564,
(주)에스지세계물산,4060,Dec-15,-11875428,,-12869183,
(주)에스지세계물산,4060,Dec-16,-5439080,,-5881332,
(주)에스지세계물산,4060,Dec-17,-38682544,,-17792251,
(주)에스지세계물산,4060,Dec-18,1467996,,1000464,
(주)에스지세계물산,4060,Dec-19,28926572,,36161565,
(주)에스지엔지,40610,Dec-11,-1610831,,-32624125,
(주)에스지엔지,40610,Dec-12,-476863,,-39235522,
(주)에스지엔지,40610,Dec-13,-5954988,,-31851038,
(주)에스지엔지,40610,Dec-14,-11145684,,-16349041,
(주)에스지엔지,40610,Dec-15,-5258536,,-55753018,
(주)에스지엔지,40610,Dec-16,-1737640,,-28219035,
(주)에스지엔지,40610,Dec-17,-3425270,,-68544413,
(주)에스지엔지,40610,Dec-18,-7052779,,-489329,
(주)에스지엔지,40610,Dec-19,-10630127,,-11143710,
(주)에스코넥,96630,Dec-11,-2443045,,-6063369,
(주)에스코넥,96630,Dec-12,2584477,,-1854347,
(주)에스코넥,96630,Dec-13,-14800917,,-18369643,
(주)에스코넥,96630,Dec-14,-6047320,,-8188938,
(주)에스코넥,96630,Dec-15,-16951857,,-22193589,
(주)에스코넥,96630,Dec-16,-3244329,,-3845799,
(주)에스코넥,96630,Dec-17,-17437856,,-29703647,
(주)에스코넥,96630,Dec-18,-22396126,,-15823087,
(주)에스코넥,96630,Dec-19,-6846075,,-14312459,
(주)에스텍파마,41910,Dec-11,-6625571,,,
(주)에스텍파마,41910,Dec-12,-22978260,,,
(주)에스텍파마,41910,Dec-13,-3346300,,-2913290,
(주)에스텍파마,41910,Dec-14,-8500714,,-8669771,
(주)에스텍파마,41910,Dec-15,10012531,,10009525,
(주)에스텍파마,41910,Dec-16,69680,,67535,
(주)에스텍파마,41910,Dec-17,1386761,,1385658,
(주)에스텍파마,41910,Dec-18,932690,,932690,
(주)에스텍파마,41910,Dec-19,11689554,,11689554,
(주)에스티아이,39440,Dec-11,-1691511,,-2848695,
(주)에스티아이,39440,Dec-12,-6106079,,-5936209,
(주)에스티아이,39440,Dec-13,-5928447,,-6219262,
(주)에스티아이,39440,Dec-14,-10737030,,-10537834,
(주)에스티아이,39440,Dec-15,12415544,,11866208,
(주)에스티아이,39440,Dec-16,-6709757,,-7913882,
(주)에스티아이,39440,Dec-17,-4079989,,-3669196,
(주)에스티아이,39440,Dec-18,-17506356,,-17402726,
(주)에스티아이,39440,Dec-19,-76969114,,-77428980,
(주)에스티오,98660,Dec-11,-10233330,,-10425336,
(주)에스티오,98660,Dec-12,-4052616,,-707379,
(주)에스티오,98660,Dec-13,-2518312,,-145484,
(주)에스티오,98660,Dec-14,-6326987,,-4566628,
(주)에스티오,98660,Dec-15,512475,,1675048,
(주)에스티오,98660,Dec-16,-878976,,-382809,
(주)에스티오,98660,Dec-17,-1874495,,-795233,
(주)에스티오,98660,Dec-18,-1195398,,-324475,
(주)에스티오,98660,Dec-19,-1064212,,-1049374,
(주)에스티큐브,52020,Dec-11,-1576434,,-1191834,
(주)에스티큐브,52020,Dec-12,-214172,,-705605,
(주)에스티큐브,52020,Dec-13,-16133472,,-15318328,
(주)에스티큐브,52020,Dec-14,2437396,,3302540,
(주)에스티큐브,52020,Dec-15,-5553686,,-1702642,
(주)에스티큐브,52020,Dec-16,-7345836,,-6725386,
(주)에스티큐브,52020,Dec-17,-6512408,,-1308144,
(주)에스티큐브,52020,Dec-18,-25451696,,-20383412,
(주)에스티큐브,52020,Dec-19,-8226302,,-4242178,
(주)에스폴리텍,50760,Dec-11,-4183498,,-5665077,
(주)에스폴리텍,50760,Dec-12,-11585554,,-11867268,
(주)에스폴리텍,50760,Dec-13,-3327456,,3483838,
(주)에스폴리텍,50760,Dec-14,-2926918,,-2893187,
(주)에스폴리텍,50760,Dec-15,-7530142,,-5014509,
(주)에스폴리텍,50760,Dec-16,-2179739,,-1410808,
(주)에스폴리텍,50760,Dec-17,-2884260,,-2228998,
(주)에스폴리텍,50760,Dec-18,-2522837,,-1910416,
(주)에스폴리텍,50760,Dec-19,-2250779,,-2636906,
(주)에스피시스템스,317830,Dec-11,,,,
(주)에스피시스템스,317830,Dec-12,,,,
(주)에스피시스템스,317830,Dec-13,,,,
(주)에스피시스템스,317830,Dec-14,,,,
(주)에스피시스템스,317830,Dec-15,,,,
(주)에스피시스템스,317830,Dec-16,,,,
(주)에스피시스템스,317830,Dec-17,,,,
(주)에스피시스템스,317830,Dec-18,-407509,,-470905,
(주)에스피시스템스,317830,Dec-19,-7440187,,-7528405,
(주)에스피씨삼립,5610,Dec-11,-67407350,,-67404912,
(주)에스피씨삼립,5610,Dec-12,-33116966,,-29711838,
(주)에스피씨삼립,5610,Dec-13,-42850387,,-52350175,
(주)에스피씨삼립,5610,Dec-14,-12996120,,-20550984,
(주)에스피씨삼립,5610,Dec-15,-17989361,,-45672656,
(주)에스피씨삼립,5610,Dec-16,-43299230,,-55002615,
(주)에스피씨삼립,5610,Dec-17,-49014978,,-50938581,
(주)에스피씨삼립,5610,Dec-18,-35854262,,-43743343,
(주)에스피씨삼립,5610,Dec-19,-67004641,,-69910841,
(주)에스피지,58610,Dec-11,-7880944,,-7926780,
(주)에스피지,58610,Dec-12,-4546987,,-7557016,
(주)에스피지,58610,Dec-13,-4269859,,-5648371,
(주)에스피지,58610,Dec-14,-8545186,,-7368635,
(주)에스피지,58610,Dec-15,1456767,,702237,
(주)에스피지,58610,Dec-16,-6523798,,-6486568,
(주)에스피지,58610,Dec-17,-9625364,,-11041557,
(주)에스피지,58610,Dec-18,-6034319,,-5656843,
(주)에스피지,58610,Dec-19,-2327097,,-4629152,
(주)에쎈테크,43340,Dec-11,-1546507,,,
(주)에쎈테크,43340,Dec-12,1572415,,,
(주)에쎈테크,43340,Dec-13,-1639052,,,
(주)에쎈테크,43340,Dec-14,-3285389,,,
(주)에쎈테크,43340,Dec-15,-3672753,,,
(주)에쎈테크,43340,Dec-16,-1706516,,,
(주)에쎈테크,43340,Dec-17,7118679,,,
(주)에쎈테크,43340,Dec-18,-263208,,,
(주)에쎈테크,43340,Dec-19,-252866,,,
(주)에이디칩스,54630,Dec-11,-2907787,,-3467120,
(주)에이디칩스,54630,Dec-12,338248,,338302,
(주)에이디칩스,54630,Dec-13,601052,,1696092,
(주)에이디칩스,54630,Dec-14,644911,,988104,
(주)에이디칩스,54630,Dec-15,1270114,,1270114,
(주)에이디칩스,54630,Dec-16,-3938194,,-4040931,
(주)에이디칩스,54630,Dec-17,-3755081,,,
(주)에이디칩스,54630,Dec-18,-15358935,,,
(주)에이디칩스,54630,Dec-19,-2317945,,,
(주)에이디테크놀로지,200710,Dec-11,,,,
(주)에이디테크놀로지,200710,Dec-12,-1201795,,-1203697,
(주)에이디테크놀로지,200710,Dec-13,-832217,,-853470,
(주)에이디테크놀로지,200710,Dec-14,-22779909,,-22896722,
(주)에이디테크놀로지,200710,Dec-15,1062249,,1044003,
(주)에이디테크놀로지,200710,Dec-16,99585,,136404,
(주)에이디테크놀로지,200710,Dec-17,-155905,,,
(주)에이디테크놀로지,200710,Dec-18,4901033,,5018043,
(주)에이디테크놀로지,200710,Dec-19,-12969552,,-9752312,
(주)에이루트,96690,Dec-11,-2509366,,,
(주)에이루트,96690,Dec-12,-3484962,,-3297277,
(주)에이루트,96690,Dec-13,-657742,,-1039410,
(주)에이루트,96690,Dec-14,-2669059,,,
(주)에이루트,96690,Dec-15,824316,,,
(주)에이루트,96690,Dec-16,-47156931,,-61029324,
(주)에이루트,96690,Dec-17,-30593828,,-29576505,
(주)에이루트,96690,Dec-18,-6454905,,-8484707,
(주)에이루트,96690,Dec-19,-95490353,,-36388190,
(주)에이블씨엔씨,78520,Dec-11,-30650717,,-32859386,
(주)에이블씨엔씨,78520,Dec-12,-34933224,,-36053549,
(주)에이블씨엔씨,78520,Dec-13,-32262803,,-33698767,
(주)에이블씨엔씨,78520,Dec-14,-4292908,,-8050758,
(주)에이블씨엔씨,78520,Dec-15,-16512120,,-14839318,
(주)에이블씨엔씨,78520,Dec-16,-5788145,,-4396150,
(주)에이블씨엔씨,78520,Dec-17,-107126115,,-110339102,
(주)에이블씨엔씨,78520,Dec-18,27323778,,30565438,
(주)에이블씨엔씨,78520,Dec-19,33892980,,45369151,
(주)에이비프로바이오,195990,Dec-11,,,,
(주)에이비프로바이오,195990,Dec-12,4198041,,4124221,
(주)에이비프로바이오,195990,Dec-13,-490162,,-625652,
(주)에이비프로바이오,195990,Dec-14,-29704455,,-29756537,
(주)에이비프로바이오,195990,Dec-15,-41898159,,-41947423,
(주)에이비프로바이오,195990,Dec-16,-1671610,,2555375,
(주)에이비프로바이오,195990,Dec-17,-4491754,,5219841,
(주)에이비프로바이오,195990,Dec-18,-10972607,,-7611630,
(주)에이비프로바이오,195990,Dec-19,-48804572,,-97629267,
(주)에이스침대,3800,Dec-11,-21674106,,-21632896,
(주)에이스침대,3800,Dec-12,-28069388,,-28839569,
(주)에이스침대,3800,Dec-13,-2343989,,-2331576,
(주)에이스침대,3800,Dec-14,-35295584,,-35234758,
(주)에이스침대,3800,Dec-15,-29968732,,-29959550,
(주)에이스침대,3800,Dec-16,-20851876,,-20845227,
(주)에이스침대,3800,Dec-17,-30913461,,-30121556,
(주)에이스침대,3800,Dec-18,-57978175,,,
(주)에이스침대,3800,Dec-19,-45855498,,,
(주)에이스테크놀로지,88800,Dec-11,-2427387,,12217203,
(주)에이스테크놀로지,88800,Dec-12,-859433,,-19104837,
(주)에이스테크놀로지,88800,Dec-13,-8868306,,-9739732,
(주)에이스테크놀로지,88800,Dec-14,-10152927,,-19324329,
(주)에이스테크놀로지,88800,Dec-15,-27193727,,-21644310,
(주)에이스테크놀로지,88800,Dec-16,-15157431,,-24821527,
(주)에이스테크놀로지,88800,Dec-17,-10812175,,-18877190,
(주)에이스테크놀로지,88800,Dec-18,1489462,,-10912392,
(주)에이스테크놀로지,88800,Dec-19,19512097,,1273771,
(주)에이스토리,241840,Dec-12,,,,
(주)에이스토리,241840,Dec-13,,,,
(주)에이스토리,241840,Dec-16,-32846,,,
(주)에이스토리,241840,Dec-17,-148474,,,
(주)에이스토리,241840,Dec-18,289007,,,
(주)에이스토리,241840,Dec-19,-20952639,,,
(주)에이엔피,15260,Dec-11,-4404617,,-15034605,
(주)에이엔피,15260,Dec-12,-1272617,,-15676628,
(주)에이엔피,15260,Dec-13,-5324942,,-13315832,
(주)에이엔피,15260,Dec-14,-7810815,,-27752085,
(주)에이엔피,15260,Dec-15,-9125004,,-9124885,
(주)에이엔피,15260,Dec-16,-5255679,,-2449409,
(주)에이엔피,15260,Dec-17,-27696043,,-27278468,
(주)에이엔피,15260,Dec-18,-20253892,,-21205088,
(주)에이엔피,15260,Dec-19,12858872,,12157841,
(주)에이치비테크놀러지,78150,Dec-11,-5735080,,,
(주)에이치비테크놀러지,78150,Dec-12,-23333033,,,
(주)에이치비테크놀러지,78150,Dec-13,-15093179,,,
(주)에이치비테크놀러지,78150,Dec-14,-2286639,,,
(주)에이치비테크놀러지,78150,Dec-15,-5304602,,,
(주)에이치비테크놀러지,78150,Dec-16,-48574688,,,
