회사명,거래소코드,회계년도,매입채무(IFRS)(천원),매입채무(IFRS연결)(천원),매출채권(IFRS)(천원),장기매출채권(IFRS)(천원),매출채권(IFRS연결)(천원),장기매출채권(IFRS연결)(천원)
(주)엠씨넥스,097520,2017/12,83486866,86755310,184720546,0,55794642,0
(주)엠씨넥스,097520,2018/12,104201005,112378583,185568663,0,84944711,0
(주)엠씨넥스,097520,2019/12,85012344,104780829,288669743,0,85961974,0
(주)엠아이텍,179290,2018/12,1233389,1233389,8008612,171440,8008612,171440
(주)엠아이텍,179290,2019/12,1485301,1485301,10349070,176860,10349070,176860
(주)엠에스씨,009780,2011/12,4431938,4431938,18244290,69006,18244290,69006
(주)엠에스씨,009780,2012/12,4458755,4458755,14874097,480691,14874097,480691
(주)엠에스씨,009780,2013/12,7379373,7379373,18216941,354479,18216941,354479
(주)엠에스씨,009780,2014/12,7976859,7976859,18249747,263984,18249747,263984
(주)엠에스씨,009780,2015/12,5273106,5273106,17247754,72919,17247754,72919
(주)엠에스씨,009780,2016/12,6481304,6481304,21237631,62177,21237631,62177
(주)엠에스씨,009780,2017/12,7390598,7390598,24504590,47215,24504590,47215
(주)엠에스씨,009780,2018/12,6917181,6917181,21482373,40080,21482373,40080
(주)엠에스씨,009780,2019/12,8235175,8235175,21404716,31000,21404716,31000
(주)엠에스오토텍,123040,2011/12,20333874,31332341,71216903,7088,132755677,7088
(주)엠에스오토텍,123040,2012/12,14139678,40768866,116527776,0,129701983,0
(주)엠에스오토텍,123040,2013/12,15042433,27210943,112884896,0,101498652,0
(주)엠에스오토텍,123040,2014/12,21870620,63515709,91680722,0,99142587,0
(주)엠에스오토텍,123040,2015/12,41247044,62593844,78550219,0,101438922,0
(주)엠에스오토텍,123040,2016/12,42259531,60768646,70852287,0,88086886,0
(주)엠에스오토텍,123040,2017/12,42515770,46719436,37349003,0,87378859,0
(주)엠에스오토텍,123040,2018/12,39798685,70991204,33112035,0,94927402,0
(주)엠에스오토텍,123040,2019/12,31340799,54303144,46660422,0,107571322,0
(주)엠투엔,033310,2011/12,4097922,,9700800,0,,
(주)엠투엔,033310,2012/12,2057322,,7038740,0,,
(주)엠투엔,033310,2013/12,1934613,,4682697,0,,
(주)엠투엔,033310,2014/12,2323928,5956392,5789124,0,11592950,0
(주)엠투엔,033310,2015/12,1142370,5962912,4305776,0,10513496,0
(주)엠투엔,033310,2016/12,1607078,6885979,4459713,0,10910719,0
(주)엠투엔,033310,2017/12,1111078,5703826,4473865,0,11179618,0
(주)엠투엔,033310,2018/12,1900818,7418325,3326081,0,11255045,0
(주)엠투엔,033310,2019/12,1709929,4778620,3314998,0,8934647,0
(주)엠플러스,259630,2017/12,0,,0,0,,
(주)엠플러스,259630,2018/12,11121969,,26500919,7474208,,
(주)엠플러스,259630,2019/12,24288296,24288296,30759211,5829662,30759211,5829662
(주)엠피대산,065150,2011/12,20408843,20408843,8297748,0,8297748,0
(주)엠피대산,065150,2012/12,22923367,22923367,9005595,0,9005595,0
(주)엠피대산,065150,2013/12,17748368,17770548,9532402,0,9532402,0
(주)엠피대산,065150,2014/12,14623719,14623719,7609947,0,7609947,0
(주)엠피대산,065150,2015/12,10975536,11172426,8265836,0,12190249,0
(주)엠피대산,065150,2016/12,8847007,9370195,6242450,0,10222026,0
(주)엠피대산,065150,2017/12,10493605,10703274,6076386,0,12516844,0
(주)엠피대산,065150,2018/12,8056508,8922970,5751868,0,8664337,0
(주)엠피대산,065150,2019/12,7181239,7615560,4815700,0,12139158,0
(주)연우,115960,2015/12,9240203,,29809842,0,,
(주)연우,115960,2016/12,9238944,9238944,32563297,0,31724388,0
(주)연우,115960,2017/12,11051483,11051483,34972521,0,34433564,0
(주)연우,115960,2018/12,10072882,10072882,43485137,0,42284232,0
(주)연우,115960,2019/12,10976065,10976065,43755444,0,42419477,0
(주)연이비앤티,090740,2011/12,7026073,52693504,5971636,0,48141106,0
(주)연이비앤티,090740,2012/12,14886024,55252048,11132383,0,30773469,0
(주)연이비앤티,090740,2013/12,16254403,42153455,12495506,0,27016777,0
(주)연이비앤티,090740,2014/12,19661851,90921423,13700623,0,82588633,0
(주)연이비앤티,090740,2015/12,9845889,44455289,9046173,0,57002572,0
(주)연이비앤티,090740,2016/12,8056479,32816267,6892473,0,44343274,0
(주)연이비앤티,090740,2017/12,4319584,25797099,2209180,0,33677515,0
(주)연이비앤티,090740,2018/12,494919,21158571,616534,0,38742078,0
(주)연이비앤티,090740,2019/12,2308,18391068,699625,0,37316735,0
(주)영우디에스피,143540,2014/12,10901942,,24938671,0,,
(주)영우디에스피,143540,2015/12,9757108,,22563683,0,,
(주)영우디에스피,143540,2016/12,64950743,64950743,92695148,0,92695148,0
(주)영우디에스피,143540,2017/12,62482620,62482620,85830637,0,85830637,0
(주)영우디에스피,143540,2018/12,29294469,29162469,35647722,0,33461762,0
(주)영우디에스피,143540,2019/12,18611272,18611272,53114227,10761010,50955388,10761010
(주)영원무역,111770,2011/12,85152340,53133852,117209681,0,116583220,0
(주)영원무역,111770,2012/12,110192326,59281375,120049893,0,108108886,0
(주)영원무역,111770,2013/12,149352333,56486080,149608956,0,152513133,0
(주)영원무역,111770,2014/12,205318939,87842821,148132143,0,164605604,0
(주)영원무역,111770,2015/12,251673499,173364198,162015996,0,318515619,0
(주)영원무역,111770,2016/12,284609305,207698671,168732806,0,340286291,0
(주)영원무역,111770,2017/12,268706125,179639057,143763378,0,309760756,0
(주)영원무역,111770,2018/12,256295022,197114056,126705036,0,340651463,0
(주)영원무역,111770,2019/12,241437795,180326202,156119698,0,365324390,0
(주)영원무역홀딩스,009970,2011/12,0,76188137,0,0,220451081,0
(주)영원무역홀딩스,009970,2012/12,0,53759017,0,0,231308242,0
(주)영원무역홀딩스,009970,2013/12,0,58411141,0,0,255044003,0
(주)영원무역홀딩스,009970,2014/12,0,62787178,0,0,270902097,0
(주)영원무역홀딩스,009970,2015/12,0,176063079,0,0,355392625,0
(주)영원무역홀딩스,009970,2016/12,0,213815680,0,0,375856543,0
(주)영원무역홀딩스,009970,2017/12,0,186702801,0,0,367617301,0
(주)영원무역홀딩스,009970,2018/12,0,206967283,0,0,394735197,0
(주)영원무역홀딩스,009970,2019/12,0,188689831,0,0,415156195,0
(주)영풍,000670,2011/12,44435211,114111987,34274079,8,114527137,8
(주)영풍,000670,2012/12,25424920,119593756,27827556,8,119448606,8
(주)영풍,000670,2013/12,18214981,274146040,21283060,8,287894064,8
(주)영풍,000670,2014/12,12974067,196774109,32873217,8,293103543,6008
(주)영풍,000670,2015/12,28696132,213098193,54792224,8,284585626,8
(주)영풍,000670,2016/12,30511885,262032434,77871889,8,324671551,8
(주)영풍,000670,2017/12,42427121,341931786,78037270,8,409547597,8
(주)영풍,000670,2018/12,111576134,315831704,67588996,8,310127953,8
(주)영풍,000670,2019/12,80501910,282560124,87385447,8,419866618,8
(주)영흥,012160,2011/12,13932581,20000396,34496245,558637,42832150,558637
(주)영흥,012160,2012/12,12069666,16778294,34483037,760356,43821337,760356
(주)영흥,012160,2013/12,17053268,22965106,43920776,727916,51961863,727916
(주)영흥,012160,2014/12,15730652,18217518,44120403,341504,48167110,341504
(주)영흥,012160,2015/12,9501253,11757858,46543449,271367,48198052,271367
(주)영흥,012160,2016/12,15693359,14300136,52031447,1114542,46721403,1114542
(주)영흥,012160,2017/12,20360172,17388636,55386761,1074094,50207619,1074094
(주)영흥,012160,2018/12,17561771,15382426,47554817,9162268,46823631,2788986
(주)영흥,012160,2019/12,19127794,16904294,54779475,5014630,53787964,1180110
(주)예림당,036000,2011/12,0,2271062,11639985,0,12729029,0
(주)예림당,036000,2012/12,1641511,1706183,4200418,0,10928131,0
(주)예림당,036000,2013/12,1545539,1830005,5060992,0,13562968,0
(주)예림당,036000,2014/12,539108,2446671,2174856,0,12740241,0
(주)예림당,036000,2015/12,1372711,3921147,7740360,0,17242363,0
(주)예림당,036000,2016/12,1323334,6335037,5889157,0,20498174,0
(주)예림당,036000,2017/12,1013471,5062376,7482699,0,25111861,0
(주)예림당,036000,2018/12,253945,689061,7435612,0,23242782,0
(주)예림당,036000,2019/12,365235,846170,6767997,0,27363110,0
(주)예선테크,250930,2016/12,,,,,,
(주)예선테크,250930,2017/12,,,,,,
(주)예선테크,250930,2018/12,,,,,,
(주)예선테크,250930,2019/12,892439,1927062,10761188,0,18791288,0
(주)예스코홀딩스,015360,2011/12,285905931,311768960,228600380,0,277815006,0
(주)예스코홀딩스,015360,2012/12,364689186,392813405,279390679,0,326685157,0
(주)예스코홀딩스,015360,2013/12,342645749,359811793,256022077,0,300645075,0
(주)예스코홀딩스,015360,2014/12,352161565,365567634,274395335,0,320520966,0
(주)예스코홀딩스,015360,2015/12,242880263,256708767,189692603,0,231162154,0
(주)예스코홀딩스,015360,2016/12,216157599,233058616,169010905,0,233278198,0
(주)예스코홀딩스,015360,2017/12,242426993,256939422,194901210,0,262497326,0
(주)예스코홀딩스,015360,2018/12,0,244182760,0,0,219523276,0
(주)예스코홀딩스,015360,2019/12,0,245882462,0,0,196787014,0
(주)예스티,122640,2015/12,2328198,,7375678,0,,
(주)예스티,122640,2016/12,16351047,16351047,13816569,0,13816569,0
(주)예스티,122640,2017/12,12874243,12877276,21868005,0,21867556,0
(주)예스티,122640,2018/12,6511592,6513026,14861194,0,14861194,0
(주)예스티,122640,2019/12,5998955,5815871,17884595,0,17991295,0
(주)오공,045060,2011/12,4704760,11276995,16176110,0,24578631,158051
(주)오공,045060,2012/12,4197134,10139961,15333893,0,24790717,116276
(주)오공,045060,2013/12,4936267,12964570,13891345,0,26784793,186620
(주)오공,045060,2014/12,4029104,12127008,10673365,188020,30294012,197093
(주)오공,045060,2015/12,4490327,13467699,11759789,0,31799280,166278
(주)오공,045060,2016/12,4978112,14416571,9716618,0,30555088,111256
(주)오공,045060,2017/12,4709225,12756893,10270261,0,27710236,57789
(주)오공,045060,2018/12,4236097,13398375,8991955,0,26211477,55061
(주)오공,045060,2019/12,4128417,11271069,9059983,0,23997946,59752
(주)오디텍,080520,2011/12,4995601,3144315,19817632,0,20405354,0
(주)오디텍,080520,2012/12,4173389,2299916,20280587,0,20770579,0
(주)오디텍,080520,2013/12,2937157,1833731,16023177,0,18633203,0
(주)오디텍,080520,2014/12,1267694,1523531,13978038,0,16981838,0
(주)오디텍,080520,2015/12,2435009,2164960,13976430,0,16647162,0
(주)오디텍,080520,2016/12,2436861,2287860,15111508,0,17588089,0
(주)오디텍,080520,2017/12,2075231,2321280,10425598,0,13953433,0
(주)오디텍,080520,2018/12,2240205,2268286,11459900,0,13892000,0
(주)오디텍,080520,2019/12,1619571,1855906,11468653,0,14086598,0
(주)오뚜기,007310,2011/12,167889200,163365349,97004068,0,102323041,0
(주)오뚜기,007310,2012/12,168532700,166158070,107934703,0,110998149,0
(주)오뚜기,007310,2013/12,181731133,179301642,113063103,0,116068494,0
(주)오뚜기,007310,2014/12,185888288,181112241,112795989,0,115169702,0
(주)오뚜기,007310,2015/12,193215847,182880640,124402866,0,120000127,0
(주)오뚜기,007310,2016/12,217210287,208185007,139916915,0,139816823,0
(주)오뚜기,007310,2017/12,205676463,214609882,159599210,0,173013242,0
(주)오뚜기,007310,2018/12,227626256,230222142,145504002,0,180711930,0
(주)오뚜기,007310,2019/12,219066765,245230993,147689939,0,188939485,0
(주)오르비텍,046120,2011/12,836209,,8371019,0,,
(주)오르비텍,046120,2012/12,810688,840058,6610555,0,7193292,0
(주)오르비텍,046120,2013/12,1294399,1675477,5052083,0,7039214,0
(주)오르비텍,046120,2014/12,935389,,4347653,0,,
(주)오르비텍,046120,2015/12,4844101,,8074478,0,,
(주)오르비텍,046120,2016/12,2413267,,8271579,0,,
(주)오르비텍,046120,2017/12,7175368,7175368,12297176,0,12297176,0
(주)오르비텍,046120,2018/12,9870340,9870340,21517786,0,21519413,0
(주)오르비텍,046120,2019/12,7833271,7833271,21151056,0,21151056,0
(주)오리엔탈정공,014940,2011/12,70614742,106328081,42152001,0,61775826,0
(주)오리엔탈정공,014940,2012/12,51796649,91128063,16908004,0,18778579,0
(주)오리엔탈정공,014940,2013/12,27559642,31272690,21201491,0,23479113,0
(주)오리엔탈정공,014940,2014/12,25364925,29058920,16784277,0,18806396,0
(주)오리엔탈정공,014940,2015/12,16982802,40034169,5841065,0,27498333,0
(주)오리엔탈정공,014940,2016/12,12541698,29515140,5667964,0,11340083,0
(주)오리엔탈정공,014940,2017/12,7344024,17073258,5372002,0,9595666,0
(주)오리엔탈정공,014940,2018/12,6400553,15047006,7321929,0,10208368,0
(주)오리엔탈정공,014940,2019/12,6135316,16323672,6232754,0,9075897,0
(주)오리엔트바이오,002630,2011/03,785385,2766859,6794590,0,11267029,0
(주)오리엔트바이오,002630,2012/03,775684,5255559,6238144,0,14532152,0
(주)오리엔트바이오,002630,2013/03,1385388,9173941,5891823,0,16533510,0
(주)오리엔트바이오,002630,2014/03,1178777,12044593,6658424,0,18340421,0
(주)오리엔트바이오,002630,2015/03,1197430,12734963,7066441,0,18425141,0
(주)오리엔트바이오,002630,2016/03,1359824,11313426,7084973,0,18310400,0
(주)오리엔트바이오,002630,2017/03,742564,10426278,6396504,0,17725715,0
(주)오리엔트바이오,002630,2018/03,1016317,11442774,8923817,0,19978474,0
(주)오리엔트바이오,002630,2019/03,653332,639177,11829831,0,8795402,0
(주)오리엔트정공,065500,2011/12,1489699,,2722785,0,,
(주)오리엔트정공,065500,2012/12,5104192,,6183302,0,,
(주)오리엔트정공,065500,2013/12,6635272,,5396002,0,,
(주)오리엔트정공,065500,2014/12,7798435,,6077525,0,,
(주)오리엔트정공,065500,2015/12,9552617,9552617,4892315,0,5812048,0
(주)오리엔트정공,065500,2016/12,9058552,11958131,5463808,0,12488968,0
(주)오리엔트정공,065500,2017/12,9671336,10341905,6186529,0,11597076,0
(주)오리엔트정공,065500,2018/12,7638867,8418390,6072443,0,11365532,0
(주)오리엔트정공,065500,2019/12,8197863,9226700,6460092,0,12373049,0
(주)오리온,271560,2017/12,28545872,68347164,82546560,0,123973389,0
(주)오리온,271560,2018/12,23734703,82504984,76691646,0,161666782,0
(주)오리온,271560,2019/12,29096583,88486402,79191607,0,179889009,0
(주)오리온홀딩스,001800,2011/12,59836652,79827906,101134906,0,168009497,0
(주)오리온홀딩스,001800,2012/12,56933203,110343841,121376296,0,188059974,0
(주)오리온홀딩스,001800,2013/12,47616855,111029849,112615855,0,186361278,0
(주)오리온홀딩스,001800,2014/12,32980304,100108772,107386331,0,176789549,0
(주)오리온홀딩스,001800,2015/12,25138054,122168302,99089027,0,182892938,0
(주)오리온홀딩스,001800,2016/12,20014788,109874995,100995544,0,200367015,0
(주)오리온홀딩스,001800,2017/12,0,95727924,2512427,0,158265090,0
(주)오리온홀딩스,001800,2018/12,0,91224432,2784449,0,201463684,0
(주)오리온홀딩스,001800,2019/12,0,89295525,2992653,0,207683225,0
(주)오리콤,010470,2011/12,3915912,5319114,23406063,0,25302657,0
(주)오리콤,010470,2012/12,6209762,6976094,28717286,0,29694886,0
(주)오리콤,010470,2013/12,4724237,4942329,19039601,0,19449144,0
(주)오리콤,010470,2014/12,6993823,7871885,21259401,0,22442700,0
(주)오리콤,010470,2015/12,6883814,15375508,21858774,0,30972409,0
(주)오리콤,010470,2016/12,5348973,12638881,19940501,0,29430893,0
(주)오리콤,010470,2017/12,6126892,14871893,17100756,0,28052000,0
(주)오리콤,010470,2018/12,5048393,15086505,15365212,0,25303045,0
(주)오리콤,010470,2019/12,8643166,17622600,16868735,0,26932963,0
(주)오스코텍,039200,2011/12,1100390,1650872,6183115,0,5100970,0
(주)오스코텍,039200,2012/12,1776441,2491831,5962982,0,4063588,0
(주)오스코텍,039200,2013/12,1523573,2413321,5258367,0,3423972,0
(주)오스코텍,039200,2014/12,1203582,1886799,5380453,0,3695014,0
(주)오스코텍,039200,2015/12,1298086,3857040,4676872,0,4282297,0
(주)오스코텍,039200,2016/12,35155,110148,2295742,1268085,2295742,1268085
(주)오스코텍,039200,2017/12,3560,94402,1801769,236256,1801769,236256
(주)오스코텍,039200,2018/12,231424,355656,9960577,0,17088465,0
(주)오스코텍,039200,2019/12,43946,202782,1501315,0,1501315,0
(주)오스테오닉,226400,2018/12,1347451,,9880432,0,,
(주)오스테오닉,226400,2019/12,348061,,11812877,0,,
(주)오스템,031510,2011/12,26998848,26561487,101398630,0,103871823,0
(주)오스템,031510,2012/12,24792154,27029605,74378118,0,76408098,0
(주)오스템,031510,2013/12,20973173,20975474,65777138,0,66390024,0
(주)오스템,031510,2014/12,17402184,17405372,65264521,0,66469396,0
(주)오스템,031510,2015/12,15138712,15204354,71005065,0,73634505,0
(주)오스템,031510,2016/12,17201546,17254999,50155586,0,52487174,0
(주)오스템,031510,2017/12,12588933,12727766,50589860,0,53667025,0
(주)오스템,031510,2018/12,11671822,11728636,50827629,0,52188556,0
(주)오스템,031510,2019/12,9172535,9294498,42205855,0,46416230,0
(주)오이솔루션,138080,2014/12,1621843,1621843,8254857,0,9156892,0
(주)오이솔루션,138080,2015/12,2452299,2452299,12189575,0,12208571,0
(주)오이솔루션,138080,2016/12,4120459,4120473,23433115,0,23348645,0
(주)오이솔루션,138080,2017/12,1014228,948266,14601328,0,14976497,0
(주)오이솔루션,138080,2018/12,1740744,1740744,18705038,0,19374822,0
(주)오이솔루션,138080,2019/12,2023748,2024002,33562202,0,33604316,0
(주)오킨스전자,080580,2014/12,1417699,1444306,5232497,0,5519428,0
(주)오킨스전자,080580,2015/12,528578,541179,5087608,0,5312428,0
(주)오킨스전자,080580,2016/12,486036,503560,4434676,0,4600816,0
(주)오킨스전자,080580,2017/12,468456,507396,6957037,0,7388139,0
(주)오킨스전자,080580,2018/12,244683,253318,5850421,0,6202497,0
(주)오킨스전자,080580,2019/12,1098251,1112657,7714694,0,7861279,0
(주)오텍,067170,2011/12,12226600,53041548,6421188,0,69851255,0
(주)오텍,067170,2012/12,12079778,56498465,7315647,0,73871142,0
(주)오텍,067170,2013/12,13322702,53854207,10337640,0,76417402,0
(주)오텍,067170,2014/12,18158504,55803242,26224916,0,95956236,0
(주)오텍,067170,2015/12,14355707,60572395,17054876,0,88759789,0
(주)오텍,067170,2016/12,15316150,71896255,15247693,0,97564230,0
(주)오텍,067170,2017/12,12854777,76142643,11714761,0,103211957,0
(주)오텍,067170,2018/12,18254157,82594374,10281612,0,97541298,0
(주)오텍,067170,2019/12,10894113,85685256,9867771,0,0,0
(주)오파스넷,173130,2018/12,10511357,,17631781,46475,,
(주)오파스넷,173130,2019/12,19215278,,14968995,20397,,
(주)오픈베이스,049480,2011/12,6690063,10200699,11516611,0,18535184,0
(주)오픈베이스,049480,2012/12,5540833,7847308,12883682,0,18235907,0
(주)오픈베이스,049480,2013/12,7537233,9479452,12972413,0,17243669,0
(주)오픈베이스,049480,2014/12,5299821,7815810,9207631,0,19442107,0
(주)오픈베이스,049480,2015/12,12271269,15585456,20762113,0,27627530,0
(주)오픈베이스,049480,2016/12,6065762,9564098,11489119,0,20080595,0
(주)오픈베이스,049480,2017/12,6227317,23529197,9764613,0,29484156,0
(주)오픈베이스,049480,2018/12,5931541,19488886,10486904,0,33826998,0
(주)오픈베이스,049480,2019/12,8228864,24162825,12211769,0,32210816,0
(주)오하임아이엔티,309930,2018/12,,,,,,
(주)오하임아이엔티,309930,2019/12,,,,,,
(주)옵투스제약,131030,2011/12,,,,,,
(주)옵투스제약,131030,2012/12,,,,,,
(주)옵투스제약,131030,2013/12,1179670,,5026037,0,,
(주)옵투스제약,131030,2014/12,2642290,,7270042,0,,
(주)옵투스제약,131030,2015/12,1538320,,6430152,0,,
(주)옵투스제약,131030,2016/12,1283113,,9209399,0,,
(주)옵투스제약,131030,2017/12,1523488,,7430392,0,,
(주)옵투스제약,131030,2018/12,759978,,6208978,0,,
(주)옵투스제약,131030,2019/12,1117569,,7672430,0,,
(주)옵트론텍,082210,2011/12,8410492,7907642,34984521,0,31286904,0
(주)옵트론텍,082210,2012/12,9869209,9656603,45576334,0,41370537,0
(주)옵트론텍,082210,2013/12,5304926,6420539,38498555,0,34465264,0
(주)옵트론텍,082210,2014/12,6059616,6008819,36182531,0,33515297,0
(주)옵트론텍,082210,2015/12,18698747,21800491,55851752,0,41208184,0
(주)옵트론텍,082210,2016/12,10643654,17164014,60672607,0,45609591,0
(주)옵트론텍,082210,2017/12,20370352,15808964,72002012,0,40773345,0
(주)옵트론텍,082210,2018/12,26342393,21332225,77917810,0,32023755,0
(주)옵트론텍,082210,2019/12,11648195,25012929,68816037,0,35191282,0
(주)옵티팜,153710,2018/12,563221,,1195840,0,,
(주)옵티팜,153710,2019/12,302349,,1103906,0,,
(주)와이비엠넷,057030,2011/12,1822496,1822496,7250390,0,7250390,0
(주)와이비엠넷,057030,2012/12,1127167,1127167,8365701,0,8365701,0
(주)와이비엠넷,057030,2013/12,910505,910505,9172637,0,9172637,0
(주)와이비엠넷,057030,2014/12,930800,930800,6548678,0,6548678,0
(주)와이비엠넷,057030,2015/12,903372,918831,6964065,0,7065725,0
(주)와이비엠넷,057030,2016/12,313625,336630,7305385,0,7319909,0
(주)와이비엠넷,057030,2017/12,396204,396204,7122766,0,7122766,0
(주)와이비엠넷,057030,2018/12,371324,371324,7008484,0,7008484,0
(주)와이비엠넷,057030,2019/12,455926,455926,5603668,0,5603668,0
(주)와이솔,122990,2011/12,5365986,4682399,14500161,0,8512928,0
(주)와이솔,122990,2012/12,2609304,4872979,19220302,0,8868335,0
(주)와이솔,122990,2013/12,8641540,9686569,29553791,0,13695819,0
(주)와이솔,122990,2014/12,24465593,20553936,35879231,0,24324308,0
(주)와이솔,122990,2015/12,35321023,30064877,64334775,0,35099556,0
(주)와이솔,122990,2016/12,24380833,27697996,72746133,0,40044632,0
(주)와이솔,122990,2017/12,15403927,24299491,61429309,0,45923492,0
(주)와이솔,122990,2018/12,10208375,19662305,37798165,0,36207968,0
(주)와이솔,122990,2019/12,6467866,20533619,54530048,0,40920845,0
(주)와이어블,065530,2011/12,30105367,,31030180,0,,
(주)와이어블,065530,2012/12,20346409,,51921027,0,,
(주)와이어블,065530,2013/12,19227331,,36290840,0,,
(주)와이어블,065530,2014/12,27851099,,44120728,0,,
(주)와이어블,065530,2015/12,14693777,,30899730,0,,
(주)와이어블,065530,2016/12,4135853,,19039933,0,,
(주)와이어블,065530,2017/12,9098293,,22221104,0,,
(주)와이어블,065530,2018/12,17099751,,24647222,0,,
(주)와이어블,065530,2019/12,33930740,,50576820,0,,
(주)와이엔텍,067900,2011/12,2462139,,9248626,0,,
(주)와이엔텍,067900,2012/12,1470706,,8024327,0,,
(주)와이엔텍,067900,2013/12,1672216,,7549971,0,,
(주)와이엔텍,067900,2014/12,2825901,,7913929,0,,
(주)와이엔텍,067900,2015/12,1696610,,6881039,0,,
(주)와이엔텍,067900,2016/12,1315649,3053385,7377324,0,8445951,0
(주)와이엔텍,067900,2017/12,1278811,2650151,7625040,0,9256155,0
(주)와이엔텍,067900,2018/12,1104215,2759757,6956521,0,7720076,0
(주)와이엔텍,067900,2019/12,2002421,3338101,9582762,0,9591314,0
(주)와이오엠,066430,2011/06,2766483,,11072552,0,,
(주)와이오엠,066430,2012/06,1391722,,9421555,0,,
(주)와이오엠,066430,2013/06,800691,,4854048,0,,
(주)와이오엠,066430,2014/06,1737628,,6253535,0,,
(주)와이오엠,066430,2015/12,1682658,1731976,2729799,0,3337520,0
(주)와이오엠,066430,2016/12,1231738,1231738,5008929,0,5008929,0
(주)와이오엠,066430,2017/12,3204856,,7496459,0,,
(주)와이오엠,066430,2018/12,2974953,,6596229,0,,
(주)와이오엠,066430,2019/12,2150368,,8416439,0,,
(주)와이제이엠게임즈,193250,2014/12,676990,2224871,4278642,0,6160985,0
(주)와이제이엠게임즈,193250,2015/12,541984,6835777,1038980,0,8350604,0
(주)와이제이엠게임즈,193250,2016/12,554944,4315697,563239,0,7014595,0
(주)와이제이엠게임즈,193250,2017/12,641543,4063274,1161422,0,5067400,0
(주)와이제이엠게임즈,193250,2018/12,631360,3933447,3415652,0,6514386,0
(주)와이제이엠게임즈,193250,2019/12,503887,5623076,2722089,0,7642884,0
(주)와이즈버즈,273060,2017/12,,,,,,
(주)와이즈버즈,273060,2018/12,,,,,,
(주)와이즈버즈,273060,2019/12,,,,,,
(주)와이지-원,019210,2011/12,0,0,130428087,0,100073002,0
(주)와이지-원,019210,2012/12,0,0,117598255,0,94451378,0
(주)와이지-원,019210,2013/12,22767523,19496767,93918752,0,84104556,0
(주)와이지-원,019210,2014/12,18559168,14238017,75704150,0,80211426,0
(주)와이지-원,019210,2015/12,22635612,21279112,87937962,0,84454576,0
(주)와이지-원,019210,2016/12,32390201,28008232,90885641,0,96193686,0
(주)와이지-원,019210,2017/12,31936884,33071695,102864543,0,111469501,0
(주)와이지-원,019210,2018/12,38638934,45031847,116292866,0,88163673,0
(주)와이지-원,019210,2019/12,22024752,33261985,123729865,0,84903489,0
(주)와이지엔터테인먼트,122870,2011/12,332220,441487,5790963,0,5779690,0
(주)와이지엔터테인먼트,122870,2012/12,1766249,1935844,15913343,0,12933546,0
(주)와이지엔터테인먼트,122870,2013/12,3623299,5171387,14973609,0,15768333,0
(주)와이지엔터테인먼트,122870,2014/12,3070868,5258535,9994767,0,10048210,0
(주)와이지엔터테인먼트,122870,2015/12,3570032,4551732,18805171,0,22289957,0
(주)와이지엔터테인먼트,122870,2016/12,2659345,10198879,23271306,0,28032398,0
(주)와이지엔터테인먼트,122870,2017/12,2582465,11761533,37873958,0,40063777,0
(주)와이지엔터테인먼트,122870,2018/12,1707157,10225432,16287411,0,25006576,0
(주)와이지엔터테인먼트,122870,2019/12,927547,12844554,11306955,0,18697898,0
(주)와이지플러스,037270,2011/12,1641969,2596076,5017101,0,6609142,0
(주)와이지플러스,037270,2012/12,1170394,2340131,2736587,0,3906737,0
(주)와이지플러스,037270,2013/12,517521,1449671,1172243,0,2010958,0
(주)와이지플러스,037270,2014/12,866364,1603584,1212839,0,1882999,0
(주)와이지플러스,037270,2015/12,185149,1377302,1020115,0,4075376,0
(주)와이지플러스,037270,2016/12,2015939,4391399,3469074,0,6826436,0
(주)와이지플러스,037270,2017/12,1265862,3784752,2725762,0,6251862,0
(주)와이지플러스,037270,2018/12,4423690,9788024,3120689,0,9777522,0
(주)와이지플러스,037270,2019/12,8316958,13914173,6434984,0,12136578,0
(주)와이투솔루션,011690,2011/12,10853474,10552661,25972263,2011728,25314165,2011728
(주)와이투솔루션,011690,2012/12,9284029,9284029,27716019,2142444,27347883,2142444
(주)와이투솔루션,011690,2013/12,12068264,12205867,24811302,1661730,24184656,1661730
(주)와이투솔루션,011690,2014/12,8674862,9175184,30297202,539795,30140468,539795
(주)와이투솔루션,011690,2015/12,9471635,9863325,28147350,525115,27791986,525115
(주)와이투솔루션,011690,2016/12,7942303,8250750,19846094,481150,19734020,481150
(주)와이투솔루션,011690,2017/12,10883301,11250912,26267794,466471,26217737,466471
(주)와이투솔루션,011690,2018/12,6176751,6576657,15846665,434666,15811854,434666
(주)와이투솔루션,011690,2019/12,7938167,8448227,25443941,434666,25483244,434666
(주)와이티엔,040300,2011/12,0,,42136140,0,,
(주)와이티엔,040300,2012/12,0,,37727954,0,,
(주)와이티엔,040300,2013/12,0,,0,0,,
(주)와이티엔,040300,2014/12,0,,36845503,0,,
(주)와이티엔,040300,2015/12,0,0,35737137,0,35749820,0
(주)와이티엔,040300,2016/12,0,0,44547038,0,44547038,0
(주)와이티엔,040300,2017/12,0,0,44643848,0,44643848,0
(주)와이티엔,040300,2018/12,0,0,41343165,0,41343166,0
(주)와이티엔,040300,2019/12,0,0,39296268,0,38668147,0
(주)용평리조트,070960,2016/12,1964823,1964823,139457176,0,139493059,0
